"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","year","price","pp"
"5133","FDI21",5.59,"Regular",0.056555715,"Snack Foods",62.6168,"OUT013",1987,"High","Tier 3","Supermarket Type1",639.168,29,3.541337895012,102.698798955348
"5134","FDW31",11.35,"reg",0.043402224,"Fruits and Vegetables",197.0742,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2587.9646,9,8.5534585730208,76.9811271571872
"5135","FDB35",12.3,"Regular",0.064882207,"Starchy Foods",93.8804,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1470.0864,7,6.0911675460428,42.6381728222996
"5137","FDU14",17.75,"Low Fat",0.034752647,"Dairy",248.775,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3745.125,19,8.645589757425,164.266205391075
"5138","NCP43",17.75,"Low Fat",0.030631323,"Others",178.566,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2516.724,7,5.469712822818,38.287989759726
"5141","FDW19",12.35,"Regular",0.038657256,"Fruits and Vegetables",110.257,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1757.712,7,4.262233074792,29.835631523544
"5142","FDB29",16.7,"Regular",0.052493162,"Frozen Foods",113.9176,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2519.3872,17,5.9798950314512,101.65821553467
"5143","FDN39",19.35,"Regular",0.065890998,"Meat",167.0816,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1510.0344,9,11.0091733714368,99.0825603429312
"5144","FDI02",15.7,"Regular",0.114565093,"Canned",112.0202,"OUT046",1997,"Small","Tier 1","Supermarket Type1",337.5606,19,12.8336046308786,243.838487986693
"5146","FDV36",18.7,"Low Fat",0.026450779,"Baking Goods",124.902,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2909.546,9,3.303755198658,29.733796787922
"5147","FDE35",7.06,"reg",0.043863865,"Starchy Foods",59.5904,"OUT013",1987,"High","Tier 3","Supermarket Type1",761.6752,29,2.613865260896,75.802092565984
"5148","FDT46",11.35,"Low Fat",0,"Snack Foods",52.4008,"OUT035",2004,"Small","Tier 2","Supermarket Type1",809.6128,12,0,0
"5150","DRD12",6.96,"Low Fat",0.077630199,"Soft Drinks",90.9146,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1459.4336,9,7.0577184900054,63.5194664100486
"5153","FDX58",13.15,"Low Fat",0.043831721,"Snack Foods",184.195,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2746.425,17,8.073583849595,137.250925443115
"5155","FDJ36",14.5,"Regular",0.214681063,"Baking Goods",102.7332,"OUT010",1998,"Small","Tier 3","Grocery Store",205.0664,18,22.0548725813916,396.987706465049
"5156","NCL53",7.5,"LF",0.060649825,"Health and Hygiene",177.4028,"OUT010",1998,"Small","Tier 3","Grocery Store",354.2056,18,10.75944877451,193.67007794118
"5157","NCX05",15.2,"Low Fat",0.097258937,"Health and Hygiene",114.8492,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1506.0396,14,11.1701111073004,156.381555502206
"5158","FDO21",11.6,"Regular",0.009763021,"Snack Foods",226.2404,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1800.3232,19,2.2087897762484,41.9670057487196
"5159","NCF07",9,"Low Fat",0.032152981,"Household",102.0016,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1518.024,7,3.2796555067696,22.9575885473872
"5160","FDU20",19.35,"Regular",0.021439694,"Fruits and Vegetables",119.7098,"OUT013",1987,"High","Tier 3","Supermarket Type1",1325.6078,29,2.5665414808012,74.4297029432348
"5161","FDK09",15.2,"Low Fat",0.153592956,"Snack Foods",228.0352,"OUT010",1998,"Small","Tier 3","Grocery Store",458.0704,18,35.0246004400512,630.442807920922
"5162","FDY57",20.2,"Regular",0.121231308,"Snack Foods",97.5752,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1534.0032,12,11.8291691243616,141.950029492339
"5165","FDG33",5.365,"Regular",0.14024028,"Seafood",171.0764,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3263.7516,19,23.991802237392,455.844242510448
"5166","FDG35",21.2,"Regular",0,"Starchy Foods",173.6738,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2954.1546,17,0,0
"5167","FDC52",11.15,"Regular",0.008296692,"Dairy",150.6708,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2106.5912,14,1.2500692209936,17.5009690939104
"5168","FDS34",19.35,"Regular",0.077193256,"Snack Foods",112.7518,"OUT017",2007,"Small","Tier 2","Supermarket Type1",683.1108,9,8.7036785618608,78.3331070567472
"5169","NCY05",13.5,"Low Fat",0.055075504,"Health and Hygiene",33.3874,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",282.2992,17,1.8388278822496,31.2600739982432
"5170","FDO46",9.6,"Regular",0.014209811,"Snack Foods",188.1872,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1701.7848,12,2.6741045446192,32.0892545354304
"5171","FDY20",12.5,"Regular",0.081879864,"Fruits and Vegetables",91.7488,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1358.232,17,7.5123792661632,127.710447524774
"5172","FDA13",15.85,"Low Fat",0.078540095,"Canned",36.3506,"OUT035",2004,"Small","Tier 2","Supermarket Type1",607.2096,12,2.854979577307,34.259754927684
"5173","FDS04",10.195,"Regular",0.146540889,"Frozen Foods",141.7838,"OUT013",1987,"High","Tier 3","Supermarket Type1",1685.8056,29,20.7771240977982,602.536598836148
"5174","FDU51",20.2,"Regular",0.097059596,"Meat",178.6028,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2302.3364,9,17.3351156124688,156.016040512219
"5175","FDK50",7.96,"Low Fat",0.028478742,"Canned",161.8894,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2750.4198,7,4.6104064551348,32.2728451859436
"5176","FDO60",20,"Low Fat",0.034340926,"Baking Goods",45.4086,"OUT013",1987,"High","Tier 3","Supermarket Type1",981.3892,29,1.5593733723636,45.2218277985444
"5177","FDM13",6.425,"Low Fat",0.063532672,"Breakfast",133.0626,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1442.7886,9,8.4538225212672,76.0844026914048
"5179","NCG54",12.1,"Low Fat",0.080131363,"Household",170.9106,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1539.9954,7,13.6952993291478,95.8670953040346
"5180","FDH40",11.6,"Regular",0.132111921,"Frozen Foods",82.2276,"OUT010",1998,"Small","Tier 3","Grocery Store",243.6828,18,10.8632461952196,195.538431513953
"5182","FDA58",9.395,"Low Fat",0.103731617,"Snack Foods",236.9932,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4242.4776,12,24.5836878540044,295.004254248053
"5183","FDJ02",17.2,"Regular",0.025309134,"Canned",147.0418,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2354.2688,9,3.7215006198012,33.4935055782108
"5184","FDP21",7.42,"Regular",0.0258457,"Snack Foods",188.9872,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2458.1336,7,4.88450647504,34.19154532528
"5185","FDN57",18.25,"Low Fat",0.054223942,"Snack Foods",142.0154,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2127.231,12,7.7006348127068,92.4076177524816
"5187","FDZ21",17.6,"Regular",0.03928284,"Snack Foods",94.641,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2799.689,17,3.71776726044,63.20204342748
"5189","FDF26",6.825,"Regular",0.046824729,"Canned",155.1998,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2460.7968,7,7.2671885758542,50.8703200309794
"5190","FDC39",7.405,"Low Fat",0.159062948,"Dairy",208.9296,"OUT013",1987,"High","Tier 3","Supermarket Type1",2700.4848,29,33.2329581004608,963.755784913363
"5191","FDQ24",15.7,"Low Fat",0.073966786,"Baking Goods",250.5724,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4026.7584,7,18.5340350883064,129.738245618145
"5192","FDC41",15.6,"Low Fat",0.117574554,"Frozen Foods",75.667,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1301.639,9,8.896513777518,80.068623997662
"5193","NCO14",9.6,"Low Fat",0.049617765,"Household",44.2086,"OUT010",1998,"Small","Tier 3","Grocery Store",44.6086,18,2.193531925779,39.483574664022
"5197","FDS04",10.195,"Regular",0.146635206,"Frozen Foods",139.0838,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3652.5788,12,20.3945816642628,244.734979971154
"5198","NCC18",19.1,"LF",0.177545624,"Household",172.4422,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3621.2862,17,30.6163580029328,520.478086049858
"5199","FDN01",8.895,"LF",0.072693696,"Breakfast",175.937,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",529.311,7,12.789510793152,89.526575552064
"5200","FDY02",8.945,"Regular",0.146701312,"Dairy",262.291,"OUT010",1998,"Small","Tier 3","Grocery Store",1314.955,18,38.478433825792,692.611808864256
"5201","FDV15",10.3,"Low Fat",0.146999264,"Meat",103.7648,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2804.3496,9,15.2533492291072,137.280143061965
"5202","FDC34",16,"Regular",0.173109453,"Snack Foods",155.2972,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3894.93,14,26.8834133444316,376.367786822042
"5203","FDX10",6.385,"reg",0.124410284,"Snack Foods",34.3874,"OUT017",2007,"Small","Tier 2","Supermarket Type1",388.1614,9,4.2781462000216,38.5033158001944
"5204","NCF19",13,"Low Fat",0.035079516,"Household",47.9034,"OUT013",1987,"High","Tier 3","Supermarket Type1",583.2408,29,1.6804280867544,48.7324145158776
"5205","FDE17",20.1,"Regular",0.054763518,"Frozen Foods",150.9366,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3476.1418,9,8.2658192109588,74.3923728986292
"5206","FDJ08",11.1,"Low Fat",0.111122936,"Fruits and Vegetables",189.2846,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3630.6074,7,21.0338604915856,147.237023441099
"5207","NCN53",5.175,"Low Fat",0.030330202,"Health and Hygiene",35.4874,"OUT013",1987,"High","Tier 3","Supermarket Type1",388.1614,29,1.0763400104548,31.2138603031892
"5208","FDC16",11.5,"Regular",0,"Dairy",88.254,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1298.31,19,0,0
"5209","FDO15",16.75,"Regular",0.008601441,"Meat",73.7038,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1404.1722,7,0.6339588871758,4.4377122102306
"5211","DRF37",17.25,"Low Fat",0.084262458,"Soft Drinks",261.591,"OUT013",1987,"High","Tier 3","Supermarket Type1",3418.883,29,22.042300650678,639.226718869662
"5212","FDN40",5.88,"Low Fat",0.08644044,"Frozen Foods",155.3998,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2153.1972,12,13.432827087912,161.193925054944
"5214","FDF16",7.3,"Low Fat",0.086619573,"Frozen Foods",147.6076,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3251.7672,9,12.7857072835548,115.071365551993
"5215","FDH27",7.075,"Low Fat",0.058437653,"Dairy",143.0128,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1150.5024,17,8.3573323809584,142.074650476293
"5216","FDY52",6.365,"Low Fat",0,"Frozen Foods",59.7536,"OUT017",2007,"Small","Tier 2","Supermarket Type1",980.0576,9,0,0
"5218","NCH18",9.3,"LF",0.044652785,"Household",247.0802,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1228.401,12,11.032819048357,132.393828580284
"5219","DRC01",5.92,"Regular",0.019184026,"Soft Drinks",50.3692,"OUT013",1987,"High","Tier 3","Supermarket Type1",591.2304,29,0.9662840423992,28.0222372295768
"5220","NCO14",9.6,"Low Fat",0.029638267,"Household",42.6086,"OUT035",2004,"Small","Tier 2","Supermarket Type1",133.8258,12,1.2628450632962,15.1541407595544
"5221","DRG39",14.15,"Low Fat",0.042180995,"Dairy",52.0982,"OUT046",1997,"Small","Tier 1","Supermarket Type1",578.5802,19,2.197553913709,41.753524360471
"5222","DRK13",11.8,"Low Fat",0.11507174,"Soft Drinks",198.2084,"OUT013",1987,"High","Tier 3","Supermarket Type1",3769.7596,29,22.808185470616,661.437378647864
"5223","FDD41",6.765,"Regular",0.087437069,"Frozen Foods",106.1306,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1672.4896,14,9.2797485952114,129.91648033296
"5225","FDX58",13.15,"LF",0.073251428,"Snack Foods",181.695,"OUT010",1998,"Small","Tier 3","Grocery Store",549.285,18,13.30941821046,239.56952778828
"5227","FDI52",18.7,"Low Fat",0.10527024,"Frozen Foods",122.9072,"OUT017",2007,"Small","Tier 2","Supermarket Type1",490.0288,9,12.938470441728,116.446233975552
"5228","FDT28",13.3,"Low Fat",0.063513272,"Frozen Foods",149.9708,"OUT013",1987,"High","Tier 3","Supermarket Type1",2106.5912,29,9.5251362124576,276.22895016127
"5229","FDH52",9.42,"Regular",0.044151435,"Frozen Foods",61.5194,"OUT017",2007,"Small","Tier 2","Supermarket Type1",866.8716,9,2.716169790339,24.445528113051
"5230","FDZ38",17.6,"LF",0.008001018,"Dairy",170.4422,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2759.0752,19,1.3637111101596,25.9105110930324
"5231","FDF12",8.235,"Low Fat",0.0828941,"Baking Goods",149.3076,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1921.4988,9,12.37671912516,111.39047212644
"5233","FDO45",13.15,"Regular",0.038011783,"Snack Foods",89.6856,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",703.0848,17,3.4091095654248,57.9548626122216
"5234","NCS18",12.65,"Low Fat",0.042296724,"Household",106.3938,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3751.783,14,4.5001091939112,63.0015287147568
"5235","NCE54",20.7,"Low Fat",0.02695441,"Household",73.2354,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1504.708,14,1.974016998114,27.636237973596
"5236","FDB50",13,"Low Fat",0.153930108,"Canned",76.7986,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2648.5524,14,11.8216167922488,165.502635091483
"5237","FDZ20",16.1,"Low Fat",0.034376537,"Fruits and Vegetables",256.1356,"OUT045",2002,"Small","Tier 2","Supermarket Type1",6358.39,14,8.8050549304172,123.270769025841
"5238","FDB11",16,"Low Fat",0.060971431,"Starchy Foods",226.2404,"OUT045",2002,"Small","Tier 2","Supermarket Type1",4725.8484,14,13.7942009380124,193.118813132174
"5239","FDU22",12.35,"Low Fat",0,"Snack Foods",118.9124,"OUT013",1987,"High","Tier 3","Supermarket Type1",3199.8348,29,0,0
"5240","FDY48",14,"Low Fat",0.023831558,"Baking Goods",103.1332,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1948.1308,7,2.4578248375256,17.2047738626792
"5241","NCP30",20.5,"Low Fat",0.032762495,"Household",40.0822,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1257.0304,12,1.313192877089,15.758314525068
"5242","FDD08",8.3,"Low Fat",0.035347676,"Fruits and Vegetables",38.0506,"OUT035",2004,"Small","Tier 2","Supermarket Type1",531.3084,12,1.3450002804056,16.1400033648672
"5243","NCG42",19.2,"Low Fat",0.041291929,"Household",130.131,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1038.648,17,5.373360012699,91.347120215883
"5244","NCT30",9.1,"Low Fat",0.080747059,"Household",46.9718,"OUT017",2007,"Small","Tier 2","Supermarket Type1",850.8924,9,3.7928347059362,34.1355123534258
"5245","FDT37",14.15,"Low Fat",0.035240817,"Canned",255.5014,"OUT013",1987,"High","Tier 3","Supermarket Type1",5355.0294,29,9.0040780806438,261.11826433867
"5246","FDU04",7.93,"Low Fat",0.005557062,"Frozen Foods",122.1414,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2924.1936,17,0.6787473325668,11.5387046536356
"5247","NCH30",17.1,"Low Fat",0.067154053,"Household",114.386,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1245.046,19,7.681483506458,145.948186622702
"5248","DRG37",16.2,"Low Fat",0.019362306,"Soft Drinks",154.6972,"OUT013",1987,"High","Tier 3","Supermarket Type1",1713.7692,29,2.9952945237432,86.8635411885528
"5249","FDS13",6.465,"LF",0.124506117,"Canned",264.7884,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3709.8376,19,32.9677755106428,626.387734702213
"5250","FDQ47",7.155,"Regular",0.168871496,"Breads",34.3874,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",670.4606,7,5.8070516815504,40.6493617708528
"5251","FDY26",20.6,"Regular",0.030504756,"Dairy",212.6244,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3599.3148,12,6.4860554416464,77.8326652997568
"5252","FDB14",20.25,"Regular",0.103142373,"Canned",94.612,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",652.484,7,9.758506194276,68.309543359932
"5254","FDR23",15.85,"Low Fat",0.082120687,"Breads",177.437,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",5645.984,7,14.571248339219,101.998738374533
"5255","NCS29",9,"Low Fat",0.069487587,"Health and Hygiene",266.6884,"OUT013",1987,"High","Tier 3","Supermarket Type1",3974.826,29,18.5315333968908,537.414468509833
"5258","FDR08",18.7,"Low Fat",0.037835765,"Fruits and Vegetables",111.1886,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2334.9606,9,4.206905740279,37.862151662511
"5259","FDB45",20.85,"Low Fat",0.021312043,"Fruits and Vegetables",104.9306,"OUT013",1987,"High","Tier 3","Supermarket Type1",2299.6732,29,2.2362854592158,64.8522783172582
"5260","FDW32",18.35,"Regular",0.094218363,"Fruits and Vegetables",83.9882,"OUT013",1987,"High","Tier 3","Supermarket Type1",1202.4348,29,7.9132307153166,229.483690744181
"5261","FDN21",18.6,"Low Fat",0.076841095,"Snack Foods",162.2236,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2900.2248,12,12.465439058842,149.585268706104
"5262","FDH56",9.8,"Regular",0.063805139,"Fruits and Vegetables",117.3492,"OUT035",2004,"Small","Tier 2","Supermarket Type1",810.9444,12,7.4874820175388,89.8497842104656
"5263","FDQ07",15.1,"Regular",0.087542757,"Fruits and Vegetables",219.8456,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",6189.2768,17,19.2458899383192,327.180128951426
"5265","FDK36",7.09,"LF",0.00720931,"Baking Goods",48.1034,"OUT013",1987,"High","Tier 3","Supermarket Type1",1069.2748,29,0.346792322654,10.056977356966
"5269","DRJ11",9.5,"Low Fat",0,"Hard Drinks",188.9872,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1323.6104,9,0,0
"5270","FDB41",19,"Regular",0.097709541,"Frozen Foods",48.6718,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",614.5334,7,4.7556992376438,33.2898946635066
"5271","NCA06",20.5,"Low Fat",0.143283608,"Household",37.919,"OUT046",1997,"Small","Tier 1","Supermarket Type1",183.095,19,5.433171131752,103.230251503288
"5272","NCZ41",19.85,"Low Fat",0.064551885,"Health and Hygiene",125.2704,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2127.8968,14,8.086440454704,113.210166365856
"5273","NCD54",21.1,"Low Fat",0.029173031,"Household",145.7786,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1444.786,9,4.2528036169366,38.2752325524294
"5275","FDL57",15.1,"Regular",0.067020992,"Snack Foods",260.3304,"OUT013",1987,"High","Tier 3","Supermarket Type1",5424.9384,29,17.4476016557568,505.980448016947
"5276","NCD30",19.7,"Low Fat",0.026826919,"Household",98.7726,"OUT013",1987,"High","Tier 3","Supermarket Type1",1859.5794,29,2.6497645396194,76.8431716489626
"5277","FDH17",16.2,"Regular",0.01665334,"Frozen Foods",97.3726,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2055.3246,19,1.621579014484,30.810001275196
"5278","FDD57",18.1,"Low Fat",0.022395357,"Fruits and Vegetables",96.5094,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1332.9316,12,2.1613624668558,25.9363496022696
"5279","FDC58",10.195,"Low Fat",0.042113173,"Snack Foods",42.5428,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",878.856,7,1.7916122963044,12.5412860741308
"5280","FDX47",6.55,"Regular",0.034604343,"Breads",157.8288,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2514.0608,19,5.4615619304784,103.76967667909
"5281","FDC50",15.85,"Low Fat",0.136774734,"Canned",94.4094,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1428.141,14,12.9128205720996,180.779488009394
"5283","FDY13",12.1,"Low Fat",0.030250132,"Canned",75.267,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",612.536,7,2.276836685244,15.937856796708
"5284","FDP44",16.5,"Regular",0.079698503,"Fruits and Vegetables",100.6332,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1537.998,12,8.0203153920996,96.2437847051952
"5286","FDR02",16.7,"Low Fat",0.036933417,"Dairy",109.1886,"OUT010",1998,"Small","Tier 3","Grocery Store",222.3772,18,4.0327080954462,72.5887457180316
"5288","FDO24",11.1,"Low Fat",0.294948897,"Baking Goods",159.0604,"OUT010",1998,"Small","Tier 3","Grocery Store",792.302,18,46.9146895363788,844.464411654819
"5289","FDE20",11.35,"Regular",0.005525913,"Fruits and Vegetables",168.279,"OUT013",1987,"High","Tier 3","Supermarket Type1",2376.906,29,0.929895113727,26.966958298083
"5290","FDM04",9.195,"Regular",0.04712061,"Frozen Foods",53.1666,"OUT046",1997,"Small","Tier 1","Supermarket Type1",768.999,19,2.505242623626,47.599609848894
