isin,buyvolume,sellvolume
isin9848,0,0
isin9849,0,0
isin9850,108000,63000
isin9851,0,0
isin9852,81000,63000
isin9853,0,54000
isin9854,270000,2230200
isin9855,270000,3921750
isin9856,0,162000
isin9857,468180,57724.13793
isin9858,423900,565500
isin9859,5335500,10737000
isin9860,1081928.571,4757250
isin9861,412363.6364,181800
isin9862,0,0
isin9863,6312807.692,4064850
isin9864,0,0
isin9865,2905783.784,4596750
isin9866,584521.2766,1848150
isin9867,3651750,5643000
isin9868,796017.8571,214071.4286
isin9869,2356714.286,2627590.909
isin9870,258797.8723,267244.898
isin9871,8732571.429,3962250
isin9872,0,1437230.769
isin9873,292090.9091,243000
isin9874,2118937.5,1119150
isin9875,4074000,2309250
isin9876,322650,569131.5789
isin9877,0,702000
isin9878,9486529.412,13951058.82
isin9879,114000,1685045.455
isin9880,0,108000
isin9881,0,0
isin9882,2241000,720000
isin9883,0,0
isin9884,0,19285.71429
isin9885,0,54000
isin9886,13500,13500
isin9887,0,0
isin9888,36000,81000
isin9889,0,27000
isin9890,54000,270000
isin9891,0,0
isin9892,0,0
isin9893,0,0
isin9894,0,27000
isin9895,0,0
isin9896,0,0
isin9897,0,0
isin9898,0,0
isin9899,0,0
isin9900,0,0
isin9901,0,27000
isin9902,0,0
isin9903,0,0
isin9904,0,27000
isin9905,0,0
isin9906,0,54000
isin9907,0,0
isin9908,54000,27000
isin9909,0,0
isin9910,0,0
isin9911,0,27000
isin9912,0,0
isin9913,0,0
isin9914,0,0
isin9915,54000,54000
isin9916,0,0
isin9917,0,0
isin9918,0,0
isin9919,0,81000
isin9920,0,0
isin9921,262285.7143,918000
isin9922,0,54000
isin9923,27000,33750
isin9924,0,0
isin9925,0,270000
isin9926,0,0
isin9927,290250,175500
isin9928,0,0
isin9929,0,0
isin9930,0,0
isin9931,0,0
isin9932,0,0
isin9933,0,0
isin9934,13500,13500
isin9935,0,0
isin9936,0,27000
isin9937,0,20250
isin9938,0,0
isin9939,0,13500
isin9940,0,21857.14286
isin9941,0,0
isin9942,2526042.857,9463000
isin9943,0,117000
isin9944,390214.2857,1719562.5
isin9945,1518750,1566000
isin9946,0,0
isin9947,54000,54000
isin9948,0,0
isin9949,0,0
isin9950,0,0
isin9951,0,0
isin9952,281340,714825
isin9953,0,0
isin9954,0,0
isin9955,0,0
isin9956,0,0
isin9957,1312500,2284875
isin9958,253384.6154,867375
isin9959,0,270000
isin9960,0,0
isin9961,0,0
isin9962,1376156.25,4806000
isin9963,0,0
isin9964,0,0
isin9965,0,0
isin9966,0,13500
isin9967,0,20250
isin9968,22500,20250
isin9969,0,0
isin9970,0,0
isin9971,13500,13500
isin9972,0,0
isin9973,0,0
isin9974,0,0
isin9975,27000,27000
isin9976,0,0
isin9977,0,16875
isin9978,0,13500
isin9979,0,0
isin9980,0,13500
isin9981,0,0
isin9982,0,0
isin9983,0,40500
isin9984,0,13500
isin9985,27000,27000
isin9986,0,0
isin9987,0,13500
isin9988,0,0
isin9989,0,18225
isin9990,0,0
isin9991,0,13500
isin9992,0,0
isin9993,0,0
isin9994,0,13500
isin9995,13500,13500
isin9996,0,0
isin9997,0,27000
isin9998,0,0
isin9999,0,0
isin10000,0,0
isin10001,0,81000
isin10002,13500,13500
isin10003,0,0
isin10004,0,0
isin10005,13500,54000
isin10006,0,13500
isin10007,0,0
isin10008,0,0
isin10009,0,0
isin10010,0,0
isin10011,0,0
isin10012,0,0
isin10013,0,27000
isin10014,0,27000
isin10015,0,0
isin10016,0,0
isin10017,0,0
isin10018,0,27000
isin10019,0,0
isin10020,0,0
isin10021,0,0
isin10022,51000,27000
isin10023,0,0
isin10024,2264823.529,7509857.143
isin10025,0,0
isin10026,1707750,27000
isin10027,0,0
isin10028,0,2340000
isin10029,35231.70732,46058.82353
isin10030,92571.42857,48600
isin10031,75976.74419,171000
isin10032,108000,27000
isin10033,0,0
isin10034,135000,628941.1765
isin10035,114328.125,316285.7143
isin10036,657000,1113352.941
isin10037,126264.7059,350460
isin10038,119326.2712,514205.3571
isin10039,27000,27000
isin10040,9936000,9936000
isin10041,100636.3636,135000
isin10042,496207.3171,722605.2632
isin10043,108000,881653.8462
isin10044,183402.439,470739.1304
isin10045,102600,127894.7368
isin10046,5914500,5865000
isin10047,2111400,3388500
isin10048,9048375,9936000
isin10049,2814750,3543000
isin10050,0,0
isin10051,0,0
isin10052,432000,432000
isin10053,16110000,3618000
isin10054,1480500,289285.7143
isin10055,0,0
isin10056,67500,155250
isin10057,3044250,13500
isin10058,2343600,4142250
isin10059,14148000,12892500
isin10060,6993000,1674000
isin10061,10422000,22665000
isin10062,10211785.71,10809450
isin10063,2754000,3553200
isin10064,11430642.86,7808400
isin10065,0,837000
isin10066,270000,270000
isin10067,0,0
isin10068,2835000,2835000
isin10069,0,0
isin10070,0,0
isin10071,0,0
isin10072,5838750,5670000
isin10073,0,0
isin10074,367279.4118,2742000
isin10075,1650857.143,189000
isin10076,1894500,10449000
isin10077,3280500,2398090.909
isin10078,9936000,5508000
isin10079,0,0
isin10080,0,0
isin10081,0,324000
isin10082,6688285.714,6055714.286
isin10083,9936000,5103000
isin10084,0,0
isin10085,56250,36000
isin10086,984272.7273,2909250
isin10087,5251500,3244153.846
isin10088,522000,124200
isin10089,1043181.818,217928.5714
isin10090,7843500,4802142.857
isin10091,854296.875,2862000
isin10092,5744250,391500
isin10093,4822200,5160857.143
isin10094,0,0
isin10095,5643000,5643000
isin10096,0,0
isin10097,0,0
isin10098,1593000,4248000
isin10099,9936000,7970400
isin10100,1363500,1687500
isin10101,9936000,7569000
isin10102,0,0
isin10103,0,0
isin10104,0,0
isin10105,0,0
isin10106,0,0
isin10107,0,0
isin10108,4536000,1998000
isin10109,0,0
isin10110,0,3699000
isin10111,0,0
isin10112,0,0
isin10113,0,0
isin10114,0,0
isin10115,0,0
isin10116,0,815400
isin10117,1782000,7011000
isin10118,985500,4005000
isin10119,9936000,6156000
isin10120,0,0
isin10121,5910000,4254428.571
isin10122,585000,632250
isin10123,648000,648000
isin10124,648000,324000
isin10125,540000,360000
isin10126,4662000,2629125
isin10127,340676.4706,432750
isin10128,27000,4195800
isin10129,92812.5,730862.069
isin10130,126654.5455,696937.5
isin10131,0,5103000
isin10132,117486.4865,81000
isin10133,0,0
isin10134,0,0
isin10135,0,0
isin10136,9936000,9936000
isin10137,0,0
isin10138,0,0
isin10139,100211.5385,197100
isin10140,112500,62100
isin10141,47250,63000
isin10142,262800,132000
isin10143,0,0
isin10144,0,0
isin10145,0,31077000
isin10146,5643000,8478000
isin10147,0,0
isin10148,0,0
isin10149,0,0
isin10150,0,0
isin10151,0,0
isin10152,0,0
isin10153,0,0
isin10154,0,0
isin10155,14407200,81000
isin10156,0,0
isin10157,0,0
isin10158,2889000,18643500
isin10159,0,0
isin10160,0,0
isin10161,6439500,14148000
isin10162,31644000,9753750
isin10163,0,0
isin10164,3854250,20452500
isin10165,7059000,9325800
isin10166,0,0
isin10167,31077000,15354000
isin10168,0,9180000
isin10169,0,0
isin10170,0,0
isin10171,0,0
isin10172,2835000,5535000
isin10173,1404000,1404000
isin10174,0,0
isin10175,0,0
isin10176,0,0
isin10177,0,0
isin10178,0,14148000
isin10179,0,0
isin10180,0,0
isin10181,0,0
isin10182,0,0
isin10184,0,0
isin10185,10449000,10449000
isin10186,0,0
isin10187,0,0
isin10188,0,0
isin10189,0,0
isin10190,0,0
isin10191,3564000,7074000
isin10192,1410750,702000
isin10193,0,0
isin10194,0,0
isin10195,10449000,10449000
isin10196,10449000,27000
isin10197,1404000,837000
isin10198,702000,702000
isin10199,0,31644000
isin10200,1741500,3402000
isin10201,0,0
isin10202,27000,27000
isin10203,3584250,7141500
isin10204,0,0
isin10205,9936000,9936000
isin10206,0,0
isin10207,0,0
isin10208,74250,54000
isin10209,65571.42857,432000
isin10210,27000,513000
isin10211,0,0
isin10212,747000,241650
isin10213,125808.5106,76178.57143
isin10214,96750,858600
isin10215,3546000,8113500
isin10216,0,0
isin10217,0,0
isin10218,0,0
isin10219,0,324000
isin10220,0,0
isin10221,0,0
isin10222,0,81000
isin10223,0,0
isin10224,81000,27000
isin10225,0,0
isin10226,1881000,425250
isin10227,1953000,621000
isin10228,108000,37800
isin10229,0,0
isin10230,1174500,1728000
isin10231,98357.14286,256500
isin10232,0,54000
isin10233,1408500,27000
isin10234,0,1201500
isin10235,0,135000
isin10236,0,0
isin10237,2091272.727,3586500
isin10238,0,0
isin10239,288000,2259000
isin10240,954642.8571,28928.57143
isin10241,135000,162000
isin10242,0,0
isin10243,324000,1161000
isin10244,0,0
isin10246,54000,54000
isin10247,0,27000
isin10248,0,0
isin10249,0,27000
isin10250,27000,47250
isin10251,13500,13500
isin10252,0,0
isin10253,0,0
isin10254,0,0
isin10255,0,0
isin10256,4999500,8218800
isin10257,0,0
isin10258,0,0
isin10259,0,0
isin10260,50625,27000
isin10261,783000,139500
isin10262,135000,54000
isin10263,54000,108000
isin10264,0,0
isin10265,0,0
isin10266,0,0
isin10267,9357000,4029750
isin10268,0,621000
isin10269,0,3537000
isin10270,10449000,2835000
isin10271,0,0
isin10272,0,324000
isin10273,243000,199384.6154
isin10274,75315.78947,137700
isin10275,29454.54545,72000
isin10276,931500,33025.16779
isin10277,46500,48000
isin10278,2835000,2835000
isin10279,0,202500
isin10280,0,0
isin10281,14148000,7074000
isin10282,0,0
isin10283,8829000,4833000
isin10284,3105000,2259000
isin10285,0,0
isin10286,121500,86785.71429
isin10287,0,141750
isin10288,0,81000
isin10289,29109.375,23760
isin10290,1185685.714,1154250
isin10291,2111400,789352.9412
isin10292,891000,847125
isin10293,451784.4828,608029.4118
isin10294,6921000,6921000
isin10295,1088100,505285.7143
isin10296,55869.23077,504000
isin10297,830250,189000
isin10298,2250000,855000
isin10299,270000,600750
isin10300,7485750,9936000
isin10301,1156781.25,1795500
isin10302,183315.7895,981818.1818
isin10303,0,0
isin10304,0,441000
isin10305,209250,2889000
isin10306,13500,729000
isin10307,2403000,10854000
isin10308,1242000,2322000
isin10309,4104000,16240500
isin10310,0,0
isin10311,0,0
isin10312,0,2835000
isin10313,0,0
isin10314,9936000,9936000
isin10315,0,0
isin10316,56250,63000
isin10317,0,0
isin10318,0,0
isin10319,5501250,7522200
isin10320,9936000,6274800
isin10321,2975400,7011000
isin10322,0,0
isin10323,1175673.913,4983428.571
isin10324,270710.5263,27000
isin10325,672300,247500
isin10326,1964250,103500
isin10327,3591000,557550
isin10328,5305500,6922125
isin10329,81000,6088500
isin10330,7110000,3327750
isin10331,249750,38423.07692
isin10332,0,864000
isin10333,27000,1674000
isin10334,0,1404000
isin10335,0,810000
isin10336,13500,1471500
isin10337,101250,189000
isin10338,0,0
isin10339,432000,432000
isin10340,9234000,9234000
isin10341,10449000,4449600
isin10342,0,9936000
isin10343,33750,45000
isin10344,7677000,6291000
isin10345,0,0
isin10346,351000,499500
isin10347,70200,81000
isin10348,27000,27000
isin10349,216000,77625
isin10350,0,513000
isin10351,0,0
isin10352,14148000,796500
isin10353,472500,378000
isin10354,0,0
isin10355,5247000,3618000
isin10356,5643000,16915500
isin10357,0,0
isin10358,0,688500
isin10359,16524000,7074000
isin10360,31077000,11178000
isin10361,0,0
isin10362,0,0
isin10363,0,0
isin10364,6750000,5313600
isin10365,0,9126000
isin10366,0,0
isin10367,3285000,9180000
isin10368,0,0
isin10369,0,0
isin10370,0,0
isin10371,0,0
isin10372,0,0
isin10373,0,0
isin10374,0,0
isin10375,27000,29700
isin10376,0,0
isin10377,0,0
isin10378,0,0
isin10379,0,0
isin10380,8478000,10017000
isin10381,0,702000
isin10382,0,0
isin10383,0,0
isin10384,50142.85714,72000
isin10385,1215000,1049142.857
isin10386,675000,111375
isin10387,141750,108000
isin10388,0,216000
isin10389,63000,675000
isin10390,5022000,12885750
isin10391,3394500,3078000
isin10392,2138400,3823392.857
isin10393,5456842.105,4614545.455
isin10394,3969000,1062000
isin10395,3766500,2715954.545
isin10396,2592000,2713500
isin10397,207473.6842,2877088.235
isin10398,518250,1358590.909
isin10399,1286470.588,505285.7143
isin10400,81000,81000
isin10401,691875,259071.4286
isin10402,1577700,1771875
isin10403,56250,61363.63636
isin10404,54000,149388.1579
isin10405,919350,326288.1356
isin10406,6183000,201000
isin10407,1224000,776250
isin10408,112347.4576,328050
isin10409,0,0
isin10410,4468500,2835000
isin10411,27000,135000
isin10412,4671000,2362500
isin10413,0,27000
isin10414,27000,81000
isin10415,0,567000
isin10416,3334500,9936000
isin10417,2770875,31644000
isin10418,2403000,1444500
isin10419,2862000,3381750
isin10420,0,0
isin10421,1971000,2610000
isin10422,0,27000
isin10423,0,0
isin10424,0,0
isin10425,0,2835000
isin10426,3523500,6750000
isin10427,0,0
isin10428,0,0
isin10429,0,0
isin10430,0,0
isin10431,0,0
isin10432,4122000,5859000
isin10433,6624818.182,6123600
isin10434,0,1278000
isin10435,0,999000
isin10436,632250,2295000
isin10437,9936000,7488818.182
isin10438,0,0
isin10439,0,270000
isin10440,0,567000
isin10441,0,1836000
isin10442,0,0
isin10443,12265714.29,10597500
isin10444,0,0
isin10445,108000,54000
isin10446,2538000,668250
isin10447,0,0
isin10448,0,0
isin10449,0,297000
isin10450,0,121500
isin10451,796500,44181.81818
isin10452,0,0
isin10453,0,162000
isin10454,0,0
isin10455,0,0
isin10456,0,0
isin10457,4968000,378000
isin10458,729000,2855250
isin10459,5256000,6777000
isin10460,0,0
isin10461,0,2700000
isin10462,0,0
isin10463,0,5724000
isin10464,0,0
isin10465,0,0
isin10466,0,0
isin10467,0,0
isin10468,0,0
isin10469,0,1269000
isin10470,0,0
isin10471,0,0
isin10472,0,0
isin10473,54000,27000
isin10474,54000,456300
isin10475,259200,432000
isin10476,96428.57143,70392.85714
isin10477,0,0
isin10478,0,243000
isin10479,31644000,10809000
isin10480,756000,526500
isin10481,702000,405000
isin10482,108000,811687.5
isin10483,34714.28571,45000
isin10484,0,0
isin10485,101250,227250
isin10486,140400,126000
isin10487,130140,1124550
isin10488,183600,1550571.429
isin10489,78300,96428.57143
isin10490,637200,824400
isin10491,135000,238500
isin10492,163227.2727,27000
isin10493,79961.53846,521100
isin10494,1366875,717000
isin10495,0,135000
isin10496,621000,963000
isin10497,0,1012500
isin10498,0,0
isin10499,0,141230.7692
isin10500,0,702000
isin10501,121500,99000
isin10502,378000,27000
isin10503,0,45000
isin10504,0,1269000
isin10505,0,0
isin10506,0,0
isin10507,0,0
isin10508,0,0
isin10509,1404000,7857000
isin10510,3726000,4536000
isin10511,31077000,31077000
isin10512,4873500,378000
isin10513,0,0
isin10514,0,0
isin10515,0,0
isin10516,0,0
isin10517,3847500,1359000
isin10518,0,0
isin10519,0,0
isin10520,0,0
isin10521,0,0
isin10522,0,14148000
isin10523,0,0
isin10524,0,5508000
isin10525,729000,702000
isin10526,0,0
isin10527,0,0
isin10528,0,0
isin10529,0,0
isin10530,0,0
isin10531,0,0
isin10532,0,17455500
isin10533,0,0
isin10534,22612500,22612500
isin10535,0,0
isin10536,0,0
isin10537,0,0
isin10538,0,0
isin10539,0,0
isin10540,0,0
isin10541,0,0
isin10542,0,0
isin10543,0,0
isin10544,69000,81000
isin10545,1744200,1701000
isin10546,0,0
isin10547,27000,3402000
isin10548,0,0
isin10549,103500,162000
isin10550,2772000,3739500
isin10551,0,0
isin10552,2835000,2835000
isin10553,0,0
isin10554,0,0
isin10555,0,0
isin10556,270000,54000
isin10557,0,27000
isin10558,702000,172800
isin10559,0,0
isin10560,1809000,2929500
isin10561,7114500,2416500
isin10562,1404000,1332000
isin10563,63000,1377000
isin10564,126000,243000
isin10565,0,202500
isin10566,81000,378000
isin10567,135000,144000
isin10568,0,3240000
isin10569,1674000,1665000
isin10570,3962250,1593000
isin10571,59062.5,162000
isin10572,0,0
isin10573,0,0
isin10574,0,0
isin10575,0,0
isin10576,432000,27000
isin10577,0,1107000
isin10578,428625,2673000
isin10579,0,297000
isin10580,0,0
isin10581,0,0
isin10582,5004000,2596500
isin10583,0,0
isin10584,0,0
isin10585,0,0
isin10586,0,0
isin10587,0,0
isin10588,0,0
isin10589,31644000,31644000
isin10590,0,0
isin10591,0,0
isin10592,0,270000
isin10593,0,0
isin10594,0,135000
isin10595,0,0
isin10596,135000,999000
isin10597,45000,81000
isin10598,0,0
isin10599,0,0
isin10600,0,0
isin10601,0,0
isin10602,745875,296000
isin10603,0,0
isin10604,27000,13500
isin10605,5076000,5076000
isin10606,243000,310500
isin10607,0,23625
isin10609,0,0
isin10610,0,0
isin10611,31644000,7985250
isin10612,0,918000
isin10613,0,0
isin10614,0,135000
isin10615,270000,540000
isin10616,1669500,507807.6923
isin10617,0,0
isin10618,0,0
isin10619,0,0
isin10620,1161000,1188000
isin10621,0,0
isin10622,0,0
isin10623,0,0
isin10624,0,0
isin10625,0,0
isin10626,0,81000
isin10627,0,135000
isin10628,1134000,261000
isin10629,27000,81000
isin10630,0,0
isin10631,162000,1666285.714
isin10632,542423.0769,1764450
isin10633,0,0
isin10634,0,8478000
isin10635,81000,2686500
isin10636,0,0
isin10637,63000,108000
isin10638,33750,54000
isin10639,0,0
isin10640,454500,3105000
isin10641,27000,47250
isin10642,281571.4286,108000
isin10643,0,0
isin10644,2241000,1599750
isin10645,0,0
isin10646,0,0
isin10647,0,0
isin10648,0,0
isin10649,0,0
isin10650,0,0
isin10651,0,0
isin10652,0,0
isin10653,0,0
isin10654,0,0
isin10655,54000,54000
isin10656,0,0
isin10657,81000,81000
isin10658,0,0
isin10659,0,0
isin10660,0,0
isin10661,4563000,1287000
isin10662,0,0
isin10663,0,0
isin10664,0,0
isin10665,0,0
isin10666,0,0
isin10667,0,3044250
isin10668,0,2133000
isin10669,0,0
isin10670,0,0
isin10671,70200,621000
isin10672,0,0
isin10673,0,0
isin10674,162000,72900
isin10675,27000,391500
isin10676,556200,575100
isin10677,6790500,567000
isin10678,2203875,868500
isin10679,7317000,8564400
isin10680,630818.1818,3530250
isin10681,16524000,9109800
isin10682,0,0
isin10683,0,135000
isin10684,7756875,7248272.727
isin10685,6385500,5838750
isin10686,227250,983700
isin10687,0,0
isin10688,10449000,1485000
isin10689,0,1071000
isin10690,0,594000
isin10691,4919400,1752750
isin10692,1209600,5238000
isin10693,7033500,5454000
isin10694,702000,5319000
isin10695,0,0
isin10696,0,81000
isin10697,0,0
isin10698,0,0
isin10699,0,0
isin10700,0,0
isin10701,75000,96428.57143
isin10702,0,13500
isin10703,148500,263250
isin10704,0,40500
isin10705,243000,27000
isin10706,3204000,2538000
isin10707,0,0
isin10708,6638142.857,5878636.364
isin10709,5400000,6799090.909
isin10710,5108400,4266000
isin10711,2862000,10449000
isin10712,44181.81818,50318.18182
isin10713,634500,127285.7143
isin10714,118125,75600
isin10715,7877250,3738913.043
isin10716,77625,22500
isin10717,6151500,6728400
isin10718,0,0
isin10719,0,0
isin10720,0,0
isin10721,0,0
isin10722,0,36000
isin10723,0,270000
isin10724,0,567000
isin10725,0,634500
isin10726,0,40500
isin10727,0,108000
isin10728,0,0
isin10729,0,0
