Account Number,Address,Scheme,Staus,Gender,Region,Sale.of.Equipment.Status,Age,Equipment.Warranty,Salary.Slab,Professional.Info,Age.of.Home,Categ,Query_freq,Realization_monnos,Default_number,Commence_year,Commence_month,Commence_day,Warrenty_year,Warrenty_month,Warrenty_day,Cardtype,schemecost,defaultsum,Hours,Posthours,daraGB,Default,query_days,usage_number,LevelPaymentSettlement,LevelTech,Account,PaymentSettlement,Browsing,OperationalCapabilities,GeneralInformation,NoBrowse,Payment,FullPayment,Redirected,Nosupport/ThirdParty,SlowBrowse,Utilities,ExplanationofCharges,Change,MultipleItems/EntireBill,UpdatePaymentInformation,GeneralInquiry,Retention,CommenceDays,Warrentydays
M5105,VALID,PRR,Open,Male,Northern,RENTED,58,Three Full Years,7,0,22,0,0,3,0,2014,6,24,2016,6,24, Card II TYPE,782.25,0,1962.1,0,182.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,-449
M5106,VALID,KLA,Open,Female,Northern,RENTED,40,Three Full Years,1,0,1,0,1,2,0,2014,7,1,2016,7,1, Card II TYPE,1393.245,0,2082,1012,1275,0,48,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,274,-456
M5107,INVALID,PRR,Open,Male,Northern,RENTED,18,Three Full Years,4,0,17,0,0,3,0,2014,6,22,2016,6,22, Card II TYPE,1186.71,0,2048.87,209,392.15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,-447
M5108,VALID,PRM,Open,Male,Northern,RENTED,67,Three Full Years,6,0,21,0,0,3,0,2014,6,21,2016,6,21, Card II TYPE,648.585,0,2143.17,0,209.7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,-446
M5109,VALID,KLA,Open,Male,Eastern,RENTED,55,Three Full Years,3,0,1,0,0,3,0,2014,6,21,2016,6,21, Card I TYPE,854.385,0,2154.06,0,63.85,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,-446
M5110,VALID,PPL,Open,Male,Northern,RENTED,44.85166667,Three Full Years,3,0,1,0,0,2,0,2014,7,1,2016,7,1, Card I TYPE,644.385,0,1864.06,0,97.8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,-456
M5111,VALID,PRM,Open,Female,Eastern,RENTED,65,Three Full Years,6,10,21,0,6,3,0,2014,6,22,2016,6,22, Card II TYPE,540.54,0,1666.1,0,112.4,0,28,3,2,4,0,3,3,3,0,3,0,0,1,1,0,0,2,0,1,0,0,0,283,-447
M5112,INVALID,KLA,Open,Male,Northern,RENTED,46.29833333,Three Full Years,3,0,1,0,0,3,0,2014,6,22,2016,6,22, Card II TYPE,1084.125,0,811.45,0,829.15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,-447
M5113,VALID,KLA,Open,Male,Eastern,RENTED,41,Three Full Years,4,0,7,0,2,3,0,2014,6,21,2016,7,5, Card II TYPE,930.195,0,1980.08,195,834.55,0,63,3,2,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,284,-460
M5114,VALID,PRM,Open,Male,Eastern,RENTED,22,Three Full Years,4,0,7,0,0,3,0,2014,6,30,2016,6,30, Card I TYPE,741.09,0,1964.89,0,182.35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,-455
M5115,VALID,PRM,Open,Female,Eastern,BOUGHT,64,Three Full Years,3,0,4,0,0,3,0,2014,6,27,2016,6,27, Card II TYPE,804.51,0,1848.92,0,117.05,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,-452
M5116,VALID,KLA,Open,Male,Northern,RENTED,40,Three Full Years,1,6,1,0,0,3,0,2014,6,24,2016,6,24, Card II TYPE,1044.645,0,2085.82,482,839.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,-449
M5117,VALID,PRM,Open,Female,Western,RENTED,71,Three Full Years,5,8,22,0,0,3,0,2014,6,28,2016,6,28, Card II TYPE,751.8,0,1782.14,0,5.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,-453
M5118,VALID,KLA,Closed,Male,Northern,RENTED,43.76565217,Three Full Years,3,0,1,0,1,2,0,2014,6,25,2016,6,25, Card II TYPE,741.09,0,1766.39,0,227.2,0,9,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,280,-450
M5119,VALID,PRM,Open,Female,Eastern,RENTED,76,Three Full Years,1,14,22,0,3,3,1,2014,6,21,2016,6,21, Card II TYPE,682.185,549.7,2116.09,0,120,0,26,3,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,284,-446
M5120,VALID,CHC,Closed,Male,Eastern,RENTED,42.84333333,Three Full Years,5,0,12,1,0,1,1,2014,6,25,2016,6,25, Card II TYPE,330.225,514.5,1230.35,671,65.7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,-450
M5121,VALID,KLA,Open,Female,Eastern,RENTED,32,Three Full Years,1,0,1,0,3,1,0,2014,7,1,2016,7,1,Paper based/Post,749.385,0,1820.08,118,597.25,0,58,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,274,-456
M5122,VALID,KLA,Open,Male,Western,RENTED,41.76,Three Full Years,3,0,2,0,1,3,0,2014,6,23,2016,6,23, Card II TYPE,1192.17,0,1601.37,581,852.15,0,4,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,282,-448
M5123,VALID,KLA,Open,Male,Eastern,RENTED,74,Three Full Years,6,10,22,0,3,3,0,2014,6,25,2016,6,25, Card II TYPE,1160.88,0,2086.15,646,671.45,0,0,3,3,0,1,2,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,280,-450
M5124,INVALID,CHC,Open,Male,Eastern,RENTED,52.67,Three Full Years,1,0,12,0,2,3,0,2014,6,27,2016,6,27, Card II TYPE,1044.435,0,1980.99,0,1.2,0,85,3,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,278,-452
M5125,VALID,PRM,Open,Male,Northern,RENTED,37,Three Full Years,4,5,2,0,0,3,1,2014,7,2,2016,7,2, Card II TYPE,749.385,613.7,2118.22,199,304.15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,-457
M5126,VALID,PRM,Open,Female,Northern,RENTED,42,Three Full Years,6,0,12,0,1,3,0,2014,6,28,2016,6,28, Card II TYPE,782.25,0,2184.23,152,152.95,0,62,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,277,-453
M5127,VALID,PPL,Open,Male,Northern,RENTED,32,Three Full Years,3,0,21,0,0,3,0,2014,6,29,2016,6,29, Card II TYPE,576.03,0,1108.8,10,201.3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,-454
M5128,VALID,PRM,Open,Female,Eastern,RENTED,47.25,Three Full Years,4,0,1,0,4,2,0,2014,7,8,2016,7,8, Card II TYPE,588.945,0,1329.77,0,121.25,0,56,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,267,-463
M5129,VALID,CHC,Closed,Female,Northern,RENTED,19,Three Full Years,3,0,1,0,0,None,0,2014,6,26,2016,6,26,None,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,-451
M5130,VALID,PRM,Open,Male,Eastern,RENTED,36,Three Full Years,4,6,4,0,0,3,0,2014,6,25,2016,6,25, Card II TYPE,874.44,0,1896.25,733,399.45,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,-450
M5131,VALID,PRM,Open,Male,Eastern,RENTED,60,Three Full Years,5,0,17,0,0,3,0,2014,6,25,2016,6,25, Card II TYPE,880.32,0,1787.6,0,60.35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,-450
M5132,VALID,CHC,Open,Male,Eastern,RENTED,44.86166667,Three Full Years,4,0,12,0,1,3,3,2014,6,25,2016,6,25, Card II TYPE,714.735,642.7,1700.87,1001,837.45,0,77,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,280,-450
M5133,VALID,MXX,Open,Female,Eastern,BOUGHT,53,Three Full Years,6,8,17,0,0,2,0,2014,7,1,2016,7,1, Card II TYPE,1598.415,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,-456
M5134,VALID,MXX,Open,Female,Eastern,RENTED,28,Three Full Years,3,0,7,0,0,3,0,2014,6,25,2016,6,25, Card II TYPE,1485.54,0,2077.25,343,395.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,-450
M5135,VALID,KLA,Open,Male,Western,RENTED,46.69222222,Three Full Years,3,0,1,0,3,3,0,2014,6,27,2016,6,27, Card II TYPE,787.395,0,2037.05,63,858,0,54,3,2,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,278,-452
M5136,VALID,CHC,Open,Male,Eastern,RENTED,51,Three Full Years,4,0,22,0,4,3,1,2014,6,25,2016,6,25,Paper based/Post,614.67,467.7,1926.27,564,136.1,0,50,3,3,1,2,2,0,0,2,0,0,0,0,0,0,0,1,1,1,0,1,0,280,-450
M5137,VALID,CHC,Open,Male,Eastern,RENTED,44.375,Three Full Years,3,0,1,0,0,3,0,2014,6,26,2016,6,26, Card II TYPE,1255.065,0,2072.28,812,139.7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,-451
M5138,VALID,KLA,Open,Male,Western,RENTED,56,Three Full Years,4,0,1,0,0,3,0,2014,6,27,2016,6,27, Card II TYPE,1346.73,0,2076.13,866,1741.95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,-452
M5139,VALID,PPL,Open,Female,Eastern,RENTED,48,Three Full Years,6,5,7,0,2,3,0,2014,6,28,2016,6,28, Card II TYPE,643.44,0,2159.74,408,893.35,0,18,3,2,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,277,-453
M5140,VALID,PRM,Open,Male,Eastern,RENTED,53,Three Full Years,5,0,17,0,0,3,0,2014,7,3,2016,7,3, Card II TYPE,746.13,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,-458
M5141,VALID,CHC,Open,Male,Eastern,RENTED,51.81272727,Three Full Years,2,0,21,0,1,2,0,2014,6,26,2016,6,26, Card II TYPE,636.09,0,1910.06,0,19.65,0,7,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,-451
M5142,VALID,PRM,Open,Male,Western,RENTED,52,Three Full Years,4,5,21,0,0,3,0,2014,6,26,2016,6,26, Card II TYPE,644.385,0,1847.33,0,66.6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,-451
M5143,VALID,MXX,Open,Male,Eastern,RENTED,43.9475,Three Full Years,5,0,2,0,3,2,0,2014,6,28,2016,6,28, Card II TYPE,1485.54,0,1955.29,469,456.3,0,57,3,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,277,-453
M5144,VALID,PPL,Open,Female,Western,BOUGHT,45.53607576,Three Full Years,3,0,1,0,0,3,0,2014,6,26,2016,6,26, Card II TYPE,650.37,0,2068.39,0,64.25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,-451
M5145,VALID,CHC,Open,Female,Eastern,RENTED,47.25748718,Three Full Years,3,0,4,0,0,None,0,2014,6,28,2016,7,28,None,0,0,1790.49,0,22.55,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,-483
M5146,VALID,PPL,Open,Male,Eastern,RENTED,46.31924242,Three Full Years,3,0,1,0,0,3,0,2014,6,28,2016,6,28, Card II TYPE,689.115,0,1916.9,0,135.65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,-453
M5147,VALID,PRM,Open,Female,Eastern,RENTED,85,Three Full Years,4,20,21,0,0,3,0,2014,6,28,2016,6,28, Card II TYPE,748.23,0,2142.95,0,205.7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,-453
M5148,VALID,KLA,Closed,Female,Northern,RENTED,46.29585714,Three Full Years,5,0,7,0,3,None,2,2014,6,28,2016,6,18,None,0,794.2,0,0,0,1,53,none,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,277,-443
M5149,VALID,PPL,Open,Male,Western,RENTED,41.565,Three Full Years,3,0,1,0,1,2,0,2014,7,1,2016,7,1, Card II TYPE,939.12,0,2021.44,857,388.85,0,83,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,274,-456
M5150,VALID,PPL,Open,Male,Eastern,RENTED,70,Three Full Years,3,0,1,0,0,3,0,2014,7,4,2016,7,4, Card II TYPE,786.24,0,1879.4,0,177.4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,-459
M5151,VALID,CHC,Open,Male,Northern,RENTED,54,Three Full Years,3,0,17,0,0,2,0,2014,7,1,2016,7,1, Card II TYPE,648.06,0,2046.87,1123,342,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,-456
M5152,VALID,KLA,Open,Female,Western,RENTED,46.91066667,Three Full Years,4,0,1,0,0,3,0,2014,6,28,2016,6,28, Card II TYPE,1004.01,0,2014.64,0,642.25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,-453
M5153,VALID,PRP,Open,Male,Northern,RENTED,50,Three Full Years,5,20,12,0,1,3,2,2014,7,1,2016,7,1,Paper based/Post,13.65,459.8,1952.88,174,456.9,0,67,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,-456
M5154,VALID,PPL,Closed,Male,Eastern,RENTED,60,Three Full Years,3,0,12,0,6,3,0,2014,7,1,2016,7,5, Card II TYPE,645.54,0,1768.98,0,38.1,0,48,3,2,4,0,1,1,1,1,0,0,0,3,3,0,1,0,0,0,0,0,3,274,-460
M5155,VALID,PRM,Open,Female,Eastern,RENTED,63,Three Full Years,6,0,1,0,0,3,0,2014,6,28,2016,6,28, Card II TYPE,734.79,0,2146.62,167,284.05,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,-453
M5156,VALID,CHC,Open,Male,Northern,RENTED,59,Three Full Years,4,20,22,0,0,3,0,2014,6,29,2016,6,29, Card II TYPE,774.165,0,1571.83,0,36.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,-454
M5157,VALID,PRM,Open,Male,Western,RENTED,45,Three Full Years,4,0,1,0,0,3,0,2014,6,28,2016,6,28, Card II TYPE,644.385,0,2149.4,257,236.95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,-453
M5158,VALID,PRR,Open,Male,Northern,RENTED,29,Three Full Years,4,0,2,0,1,3,0,2014,6,29,2016,6,29, Card II TYPE,753.06,0,2070.81,0,331.6,0,74,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,276,-454
M5159,VALID,PRM,Open,Male,Eastern,RENTED,20,Three Full Years,5,0,4,0,2,3,0,2014,6,28,2016,6,28, Card II TYPE,833.7,0,1754.83,38,390.9,0,32,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,277,-453
M5160,INVALID,CHC,Open,Female,Northern,RENTED,60,Three Full Years,1,9,21,0,0,2,0,2014,7,1,2016,7,1, Card II TYPE,543.585,0,2082.33,914,164.4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,-456
M5161,VALID,CHC,Closed,Female,Northern,RENTED,44.654,Three Full Years,2,0,1,0,1,2,0,2014,7,1,2016,7,1, Card II TYPE,118.965,0,0,0,0,0,33,none,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,274,-456
M5162,VALID,CHC,Open,Male,Eastern,RENTED,25,Three Full Years,5,0,4,0,2,2,0,2014,7,1,2016,7,1, Card II TYPE,644.385,0,1783.95,398,115.7,0,43,3,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,274,-456
M5163,INVALID,PRM,Open,Female,Eastern,RENTED,55,Three Full Years,6,0,21,0,1,2,0,2014,7,31,2016,7,31, Card II TYPE,648.585,0,1664.88,0,115.85,0,37,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,244,-486
M5164,VALID,PRM,Open,Male,Western,RENTED,45.545,Three Full Years,3,0,1,0,0,3,2,2014,7,1,2016,7,1, Card II TYPE,755.685,619.7,617.99,242,257.6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,-456
M5165,VALID,PPL,Open,Male,Northern,RENTED,56,Three Full Years,5,0,22,0,0,2,0,2014,7,1,2016,7,1, Card II TYPE,803.985,0,1990.78,1,755.65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,-456
M5166,INVALID,PRM,Open,Female,Eastern,RENTED,44.52333333,Three Full Years,3,0,7,0,1,3,1,2014,6,30,2016,6,30, Card II TYPE,483.945,614.5,1495.08,0,2.3,0,60,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,275,-455
M5167,VALID,KLA,Open,Male,Western,RENTED,41,Three Full Years,2,10,22,0,2,1,2,2014,6,29,2016,6,29, Card II TYPE,1152.48,997.6,2085.25,531,732.55,0,45,3,1,1,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,276,-454
M5168,VALID,PPL,Open,Male,Western,RENTED,57,Three Full Years,4,0,12,0,1,3,0,2014,7,1,2016,7,5, Card II TYPE,868.14,0,1967.76,596,370.65,0,48,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,274,-460
M5169,VALID,PPL,Open,Male,Northern,RENTED,42,Three Full Years,6,8,1,0,0,3,0,2014,7,12,2016,7,12, Card II TYPE,647.85,0,2075.36,1094,579.7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,-467
M5170,VALID,CHC,Open,Male,Northern,RENTED,40.185,Three Full Years,5,0,4,0,4,3,0,2014,7,1,2016,7,1,Paper based/Post,725.235,0,1539.53,41,177.05,0,27,3,2,2,1,0,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,2,274,-456
M5171,VALID,PRP,Open,Male,Northern,RENTED,41.47222222,Three Full Years,5,0,4,0,4,2,0,2014,7,1,2016,7,1, Card II TYPE,852.39,0,1923.42,64,330.5,0,75,3,3,1,1,2,0,0,2,0,1,1,1,1,0,0,0,0,0,0,0,1,274,-456
M5172,VALID,PRM,Open,Male,Northern,RENTED,39.535,Three Full Years,3,0,1,0,0,3,2,2014,7,2,2016,7,2, Card II TYPE,584.01,734.3,2108.9,0,7.65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,-457
M5173,VALID,PRR,Open,Male,Eastern,RENTED,42,Three Full Years,3,0,21,0,2,2,0,2014,7,1,2016,7,1, Card II TYPE,540.54,0,2087.07,366,489.4,0,79,3,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,274,-456
M5174,VALID,CHC,Open,Male,Eastern,RENTED,39,Three Full Years,5,0,17,0,0,2,0,2014,7,1,2016,7,1, Card II TYPE,812.7,0,2119.19,153,104.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,-456
M5175,VALID,PRM,Open,Male,Eastern,RENTED,29,Three Full Years,6,0,7,0,0,3,3,2014,7,2,2016,7,2,Paper based/Post,593.04,464.8,1920.91,0,115.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,-457
M5176,VALID,CHC,Open,Male,Northern,RENTED,70,Three Full Years,6,6,4,0,0,3,0,2014,7,3,2016,7,3, Card II TYPE,646.275,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,-458
M5177,VALID,PRR,Open,Male,Eastern,RENTED,24,Three Full Years,6,0,12,0,1,3,0,2014,6,30,2016,6,30, Card II TYPE,775.32,0,2148.96,650,425.4,0,28,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,275,-455
M5178,VALID,PPL,Open,Male,Southern,RENTED,66,Three Full Years,3,0,12,0,0,2,0,2014,7,2,2016,7,2, Card II TYPE,646.275,0,1807.15,0,22.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,-457
M5179,VALID,PPL,Open,Female,Northern,RENTED,66,Three Full Years,3,0,21,0,0,3,0,2014,7,2,2016,7,3, Card II TYPE,801.045,0,1838.13,287,260.95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,-458
M5180,VALID,KLA,Open,Female,Eastern,BOUGHT,35,Three Full Years,6,13,12,0,0,2,0,2014,7,1,2016,7,1, Card II TYPE,972.3,0,2172.63,178,929.3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,-456
M5181,VALID,CHC,Closed,Male,Western,RENTED,48.98666667,Three Full Years,7,0,1,0,0,None,0,2014,7,2,2016,7,29,None,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,-484
M5182,VALID,PRM,Open,Female,Eastern,RENTED,31,Three Full Years,4,0,1,0,0,3,0,2014,7,5,2016,7,5, Card II TYPE,748.965,0,1837.89,699,333.35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,-460
M5183,VALID,PPL,Open,Male,Northern,RENTED,56,Three Full Years,6,6,22,0,1,2,0,2014,7,2,2016,7,2, Card II TYPE,1145.445,0,2171.48,641,396.4,0,44,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,-457
M5184,VALID,PPL,Open,Female,Eastern,RENTED,43.54333333,Three Full Years,3,0,1,0,5,3,0,2014,7,5,2016,7,5, Card II TYPE,639.135,0,2092.42,136,269.2,0,25,3,3,2,0,2,3,3,0,3,0,0,1,1,0,0,0,0,0,0,0,0,270,-460
M5185,VALID,CHC,Open,Male,Northern,RENTED,46,Three Full Years,4,0,2,0,0,3,0,2014,7,4,2016,7,4,Paper based/Post,689.535,0,1701.03,0,10.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,-459
M5186,VALID,PRP,Open,Female,Western,RENTED,48,Three Full Years,3,0,12,0,4,2,0,2014,7,4,2016,7,14, Card II TYPE,751.17,0,1763.65,134,405.9,0,73,3,2,2,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,271,-469
M5187,VALID,PRM,Open,Male,Eastern,RENTED,65,Three Full Years,4,0,17,0,0,2,0,2014,7,2,2016,7,2, Card II TYPE,750.225,0,2020.05,481,439.2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,-457
M5188,VALID,PRM,Open,Female,Eastern,RENTED,51,Three Full Years,4,18,1,0,1,3,0,2014,7,17,2016,7,17, Card II TYPE,1153.11,0,2038.36,0,180.15,0,21,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,258,-472
M5189,VALID,KLA,Open,Female,Northern,RENTED,32,Three Full Years,3,5,2,0,0,2,0,2014,7,2,2016,7,2, Card II TYPE,1187.865,0,2090.38,79,733.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,-457
M5190,VALID,PRM,Open,Male,Eastern,RENTED,41,Three Full Years,6,5,21,0,0,3,0,2014,7,12,2016,7,12, Card II TYPE,750.54,0,1811.31,130,130.35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,-467
M5191,VALID,PPL,Open,Female,Eastern,RENTED,48,Three Full Years,7,5,22,0,0,3,0,2014,7,5,2016,7,5, Card II TYPE,775.845,0,2171.79,0,96.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,-460
M5192,VALID,KLA,Open,Male,Eastern,RENTED,49,Three Full Years,5,0,1,0,0,3,0,2014,7,5,2016,6,23, Card II TYPE,959.385,0,1857.67,232,932.6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,-448
M5193,VALID,PRM,Open,Male,Northern,RENTED,49,Three Full Years,4,0,1,0,0,2,0,2014,7,2,2016,7,2, Card II TYPE,782.25,0,1898.38,233,323.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,-457
M5194,VALID,PRP,Open,Male,Northern,RENTED,44.9105,Three Full Years,5,0,1,0,5,3,0,2014,7,5,2016,7,5, Card II TYPE,384.51,0,2091.66,749,382,0,18,3,2,3,0,1,4,4,0,3,1,1,0,0,0,0,0,0,0,0,0,0,270,-460
M5195,VALID,PPL,Open,Male,Northern,RENTED,33,Three Full Years,5,0,2,0,1,3,0,2014,7,5,2016,7,5, Card II TYPE,769.125,0,1917.14,599,322.8,0,2,3,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,270,-460
M5196,INVALID,PRM,Open,Male,Eastern,RENTED,78,Three Full Years,6,0,17,0,0,3,0,2014,7,3,2016,7,3, Card II TYPE,750.54,0,1633.48,0,13.3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,-458
M5197,VALID,CHC,Open,Male,Northern,RENTED,60,Three Full Years,1,0,12,0,1,2,1,2014,7,3,2016,7,3, Card II TYPE,760.41,624.2,1552.58,196,83.8,0,38,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,-458
M5198,VALID,CHC,Open,Male,Eastern,RENTED,51.8075,Three Full Years,4,0,7,0,0,3,0,2014,7,8,2016,7,8, Card II TYPE,643.23,0,1804.33,0,71.7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,-463
M5199,VALID,PPL,Open,Female,Eastern,RENTED,28,Three Full Years,4,0,17,0,1,3,0,2014,7,4,2016,7,4, Card II TYPE,1130.01,0,2140.77,324,501.65,0,39,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,271,-459
M5200,VALID,CHC,Open,Male,Northern,RENTED,59,Three Full Years,4,6,1,0,0,3,0,2014,7,9,2016,7,9, Card II TYPE,637.035,0,2081.77,0,42.8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,-464
