,Account Number,Address,Scheme,Staus,Gender,Region,Sale.of.Equipment.Status,Age,Equipment.Warranty,Salary.Slab,Professional.Info,Age.of.Home,Categ,Query_freq,Realization_monnos,Default_number,Commence_year,Commence_month,Commence_day,Warrenty_year,Warrenty_month,Warrenty_day,Cardtype,schemecost,defaultsum,Hours,Posthours,daraGB,Default,query_days,usage_number,CommenceDays,Warrentydays
6007,M6042,VALID,CHC,Open,Male,Eastern,RENTED,37.0,Three Full Years,2,0,1,0,0,3,0,2014,10,3,2016,10,3, Card II TYPE,2272,882,7816,230,3824,0,0,3,182,-548
6008,M6043,VALID,PPL,Open,Female,Eastern,RENTED,60.0,Three Full Years,3,2,22,0,1,3,0,2014,10,3,2016,10,3, Card II TYPE,2490,882,2389,373,3759,0,16,3,182,-548
6009,M6044,VALID,KLA,Open,Female,Northern,RENTED,35.0,Three Full Years,7,0,17,0,0,3,0,2014,10,3,2016,10,3, Card II TYPE,46,882,2852,724,5279,0,0,3,182,-548
6010,M6045,VALID,PPL,Open,Male,Eastern,RENTED,43.5175,Three Full Years,3,0,1,0,5,3,1,2014,10,4,2016,10,4, Card II TYPE,2015,666,4356,1023,5487,0,73,3,181,-549
6011,M6046,VALID,PRM,Open,Male,Northern,RENTED,26.0,Three Full Years,1,0,4,0,1,3,0,2014,10,3,2016,10,3, Card II TYPE,2821,882,3760,301,2564,0,29,3,182,-548
6012,M6047,VALID,PPL,Open,Male,Eastern,RENTED,57.0,Three Full Years,3,0,12,0,0,3,0,2014,10,10,2016,10,10, Card II TYPE,3071,882,6839,1,3732,0,0,3,175,-555
6013,M6048,VALID,CHC,Open,Female,Northern,RENTED,70.0,Three Full Years,4,14,12,0,0,3,0,2014,10,3,2016,10,3, Card II TYPE,2632,882,2146,423,6631,0,0,3,182,-548
6014,M6049,VALID,MXX,Open,Male,Northern,RENTED,44.47409091,Three Full Years,4,0,1,0,1,3,0,2014,10,4,2016,10,4, Card II TYPE,1120,882,5898,99,5971,0,82,3,181,-549
6015,M6050,VALID,CHC,Open,Male,Western,BOUGHT,51.0,Three Full Years,4,0,12,0,4,3,0,2014,10,3,2016,10,3, Card II TYPE,1649,882,2105,731,1180,0,71,3,182,-548
6016,M6051,VALID,KLA,Open,Male,Eastern,RENTED,45.94016667,Three Full Years,3,0,1,0,2,3,0,2014,10,3,2016,10,3, Card II TYPE,3079,882,3494,1,430,0,57,3,182,-548
6017,M6052,VALID,KLA,Open,Male,Western,RENTED,64.0,Three Full Years,8,0,17,0,1,3,0,2014,10,5,2016,10,5, Card II TYPE,157,882,1614,1,5507,0,26,3,180,-550
6018,M6053,VALID,PRM,Open,Female,Eastern,RENTED,40.83,Three Full Years,3,0,1,0,1,2,1,2014,10,12,2016,10,12, Card II TYPE,2356,497,1269,1,1786,0,47,3,173,-557
6019,M6054,VALID,PPL,Open,Female,Western,RENTED,47.22833333,Three Full Years,5,0,1,0,1,3,1,2014,11,11,2016,11,11, Card II TYPE,2239,452,4513,1,6709,0,60,3,144,-586
6020,M6055,VALID,PRR,Open,Male,Eastern,RENTED,36.0,Three Full Years,4,0,1,0,0,3,0,2014,10,21,2016,10,21, Card II TYPE,3220,882,1839,1,1544,0,0,3,164,-566
6021,M6056,VALID,PRM,Open,Female,Eastern,RENTED,71.0,Three Full Years,5,0,12,0,2,3,0,2014,10,4,2016,10,4, Card II TYPE,2375,882,1187,995,4256,0,61,3,181,-549
6022,M6057,VALID,PPL,Open,Female,Western,RENTED,42.0,Three Full Years,5,0,12,0,1,3,0,2014,10,4,2016,10,4, Card II TYPE,2333,882,3227,342,4100,0,87,3,181,-549
6023,M6058,VALID,PPL,Open,Female,Northern,RENTED,25.0,Three Full Years,4,0,17,1,0,2,1,2014,10,4,2016,10,4, Card II TYPE,954,485,6214,972,2640,0,0,3,181,-549
6024,M6059,VALID,PRM,Open,Female,Eastern,RENTED,51.0,Three Full Years,5,0,1,0,0,3,0,2014,10,7,2016,10,7, Card II TYPE,2775,882,8888,1,5435,0,0,3,178,-552
6025,M6060,VALID,KLA,Open,Male,Northern,RENTED,43.59583333,Three Full Years,3,0,7,0,0,3,0,2014,10,8,2016,10,8, Card II TYPE,1895,882,4889,1,1987,0,0,3,177,-553
6026,M6061,VALID,KLA,Open,Male,Northern,RENTED,60.0,Three Full Years,3,0,17,0,1,3,1,2014,10,6,2016,10,6, Card II TYPE,3253,762,3568,1,5622,0,82,3,179,-551
6027,M6062,VALID,PPL,Open,Male,Western,RENTED,52.0,Three Full Years,3,0,1,0,2,3,0,2014,10,4,2016,10,4, Card II TYPE,2239,882,125,638,3176,0,26,2,181,-549
6028,M6063,INVALID,CHC,Open,Female,Eastern,BOUGHT,68.0,Three Full Years,3,0,12,0,0,3,0,2014,10,4,2016,10,4, Card II TYPE,1493,882,7067,340,393,0,0,3,181,-549
6029,M6064,VALID,PRP,Open,Male,Eastern,RENTED,22.0,Three Full Years,4,0,1,0,3,3,0,2014,10,12,2016,10,12, Card II TYPE,78,882,7368,918,5379,0,20,3,173,-557
6030,M6065,VALID,PRM,Open,Male,Eastern,RENTED,49.14,Three Full Years,3,0,7,0,0,3,0,2014,10,7,2016,10,7, Card II TYPE,1895,882,153,1,298,0,0,3,178,-552
6031,M6066,VALID,PRM,Open,Male,Eastern,RENTED,57.0,Three Full Years,4,0,22,0,1,3,0,2014,10,5,2016,10,5, Card II TYPE,2593,882,1340,1,6552,0,87,3,180,-550
6032,M6067,VALID,KLA,Open,Female,Northern,RENTED,35.0,Three Full Years,4,18,1,0,0,3,0,2014,10,14,2016,10,14, Card II TYPE,3184,882,7116,249,6172,0,0,3,171,-559
6033,M6068,VALID,PRP,Open,Male,Northern,RENTED,58.0,Three Full Years,6,0,21,0,0,3,0,2014,10,6,2016,10,6, Card II TYPE,49,882,6447,652,4279,0,0,3,179,-551
6034,M6069,VALID,KLA,Open,Male,Northern,RENTED,48.506,Three Full Years,3,0,4,0,6,2,1,2014,10,8,2016,10,8, Card II TYPE,199,852,4055,1,4930,0,60,3,177,-553
6035,M6070,VALID,PPL,Open,Male,Northern,RENTED,45.7225,Three Full Years,3,0,4,0,1,3,1,2014,10,8,2016,10,8, Card II TYPE,2926,673,388,1,3779,0,77,3,177,-553
6036,M6071,VALID,PRR,Open,Female,Eastern,BOUGHT,38.0,Three Full Years,1,0,7,0,3,2,1,2014,10,7,2016,10,7, Card II TYPE,714,265,5873,157,189,0,55,3,178,-552
6037,M6072,VALID,PPL,Open,Female,Eastern,RENTED,53.0,Three Full Years,1,6,1,0,3,3,0,2014,10,7,2016,10,7, Card II TYPE,2279,882,5390,488,2165,0,54,3,178,-552
6038,M6073,VALID,PRR,Open,Male,Eastern,RENTED,66.0,Three Full Years,3,0,1,0,3,2,0,2014,10,8,2016,10,8,Paper based/Post,864,882,7852,127,6100,0,62,3,177,-553
6039,M6074,INVALID,PRM,Open,Male,Northern,RENTED,46.815,Three Full Years,4,0,1,0,0,3,0,2014,10,7,2016,10,7, Card II TYPE,2352,882,4483,516,2673,0,0,3,178,-552
6040,M6075,VALID,KLA,Open,Male,Western,RENTED,45.0,Three Full Years,7,0,12,0,0,3,0,2014,10,5,2016,10,5, Card II TYPE,2293,882,6111,526,5957,0,0,3,180,-550
6041,M6076,INVALID,PRM,Open,Male,Eastern,RENTED,44.434,Three Full Years,2,0,4,0,2,2,3,2014,10,8,2016,10,8, Card II TYPE,2795,719,624,646,3620,0,42,3,177,-553
6042,M6077,VALID,PRM,Open,Female,Northern,RENTED,42.79533333,Three Full Years,3,0,2,0,0,3,0,2014,10,5,2016,10,5, Card II TYPE,2593,882,3357,87,5069,0,0,3,180,-550
6043,M6078,VALID,MXX,Open,Male,Eastern,RENTED,45.77333333,Three Full Years,4,0,1,0,1,3,0,2014,10,22,2016,10,22, Card II TYPE,1138,882,3453,188,2667,0,79,3,163,-567
6044,M6079,VALID,CHC,Open,Female,Northern,RENTED,63.0,Three Full Years,1,0,1,0,0,3,0,2014,10,5,2016,10,5, Card II TYPE,1371,882,457,1,269,0,0,2,180,-550
6045,M6080,VALID,PRR,Open,Female,Southern,RENTED,68.0,Three Full Years,8,6,12,0,2,3,0,2014,10,9,2016,10,9, Card II TYPE,3205,882,5193,79,1208,0,60,3,176,-554
6046,M6081,VALID,MXX,Open,Male,Eastern,RENTED,45.09290909,Three Full Years,3,0,1,0,8,3,1,2014,10,10,2016,10,3, Card II TYPE,1895,326,6829,163,1446,0,41,3,175,-548
6047,M6082,VALID,PRM,Open,Male,Northern,RENTED,43.62,Three Full Years,3,0,4,0,2,3,0,2014,10,7,2016,10,7, Card II TYPE,2593,882,2552,1,2416,0,37,3,178,-552
6048,M6083,VALID,KLA,Open,Male,Western,RENTED,38.0,Three Full Years,6,0,1,0,0,3,0,2014,10,8,2016,10,8, Card II TYPE,3192,882,3675,568,5857,0,0,3,177,-553
6049,M6084,INVALID,CHC,Open,Male,Western,RENTED,47.76,Three Full Years,4,0,4,0,1,3,1,2014,10,8,2016,10,8, Card II TYPE,1902,330,2114,842,6416,0,23,3,177,-553
6050,M6085,VALID,PPL,Open,Female,Western,RENTED,38.0,Three Full Years,5,0,17,0,0,3,0,2014,10,9,2016,10,9, Card II TYPE,2282,882,1922,768,4433,0,0,3,176,-554
6051,M6086,INVALID,CHC,Open,Male,Eastern,RENTED,51.0,Three Full Years,1,10,22,0,1,2,1,2014,10,10,2016,10,10, Card II TYPE,2572,565,4352,761,1968,0,5,3,175,-555
6052,M6087,VALID,PPL,Open,Male,Western,RENTED,57.0,Three Full Years,9,10,22,0,0,3,0,2014,10,8,2016,10,8, Card II TYPE,1979,882,5938,1,3871,0,0,3,177,-553
6053,M6088,VALID,CHC,Open,Female,Eastern,RENTED,33.0,Three Full Years,1,0,1,0,0,3,0,2014,10,9,2016,10,9, Card II TYPE,2299,882,6796,79,6551,0,0,3,176,-554
6054,M6089,VALID,PPL,Open,Male,Northern,RENTED,43.98466667,Three Full Years,4,0,1,0,0,3,0,2014,10,8,2016,10,8, Card II TYPE,3199,882,6824,1,6248,0,0,3,177,-553
6055,M6090,VALID,PPL,Open,Male,Northern,RENTED,42.0,Three Full Years,6,0,12,0,0,3,0,2014,10,7,2016,10,7, Card I TYPE,2311,882,966,874,220,0,0,3,178,-552
6056,M6091,VALID,KLA,Open,Male,Eastern,RENTED,66.0,Three Full Years,6,0,22,0,1,3,0,2014,10,8,2016,10,8, Card II TYPE,168,882,5152,465,5447,0,86,3,177,-553
6057,M6092,VALID,PPL,Open,Male,Western,RENTED,54.7,Three Full Years,9,10,22,0,0,3,0,2014,10,8,2016,10,8, Card II TYPE,1955,882,4991,73,4856,0,0,3,177,-553
6058,M6093,VALID,PRM,Open,Male,Eastern,RENTED,55.0,Three Full Years,3,10,4,0,1,3,0,2014,10,9,2016,10,9, Card II TYPE,2593,882,2195,387,476,0,50,3,176,-554
6059,M6094,VALID,PRM,Open,Male,Northern,RENTED,54.0,Three Full Years,3,0,7,0,0,3,0,2014,10,9,2016,10,9, Card II TYPE,2388,882,6099,924,4362,0,0,3,176,-554
6060,M6095,VALID,KLA,Open,Female,Eastern,BOUGHT,52.0,Three Full Years,3,0,12,0,0,3,0,2014,10,9,2016,10,9, Card II TYPE,3301,882,14,62,495,0,0,3,176,-554
6061,M6096,VALID,CHC,Closed,Female,Eastern,RENTED,62.0,Three Full Years,3,8,22,0,0,None,0,2014,10,11,2016,10,25,None,3331,882,8906,1115,6722,1,0,none,174,-570
6062,M6097,VALID,PPL,Closed,Female,Western,RENTED,45.0,Three Full Years,3,20,1,0,1,1,0,2014,10,8,2016,10,8, Card II TYPE,2239,882,8248,1055,199,0,1,1,177,-553
6063,M6098,VALID,PRP,Open,Female,Eastern,RENTED,46.0,Three Full Years,6,0,21,0,1,3,0,2014,10,9,2016,10,9, Card II TYPE,2688,882,2009,369,3055,0,57,3,176,-554
6064,M6099,VALID,PRM,Closed,Female,Eastern,RENTED,41.1625,Three Full Years,3,0,1,0,0,3,0,2014,10,10,2016,10,10, Card II TYPE,1246,882,8906,1115,6722,0,0,none,175,-555
6065,M6100,VALID,PRM,Open,Male,Eastern,BOUGHT,52.0,Three Full Years,6,18,17,0,2,3,0,2014,10,10,2016,10,10, Card II TYPE,2207,882,3742,1,1851,0,50,3,175,-555
6066,M6101,VALID,KLA,Open,Male,Northern,RENTED,48.7475,Three Full Years,3,0,1,0,0,3,0,2014,10,10,2016,10,10, Card II TYPE,46,882,3477,1,6226,0,0,3,175,-555
6067,M6102,INVALID,PPL,Open,Male,Northern,RENTED,28.0,Three Full Years,3,0,4,0,1,3,0,2014,10,9,2016,10,9, Card II TYPE,2301,882,6763,17,4551,0,22,3,176,-554
6068,M6103,VALID,PRM,Open,Male,Northern,RENTED,42.02358824,Three Full Years,3,0,4,0,2,3,0,2014,10,9,2016,10,9, Card II TYPE,2081,882,6510,519,2825,0,26,3,176,-554
6069,M6104,VALID,PPL,Open,Female,Northern,RENTED,37.0,Three Full Years,4,2,22,0,3,3,0,2014,10,9,2016,10,9, Card II TYPE,2525,882,4964,197,6006,0,62,3,176,-554
6070,M6105,VALID,CHC,Open,Male,Southern,RENTED,32.0,Three Full Years,5,0,1,0,0,3,0,2014,10,10,2016,10,10, Card II TYPE,3304,882,5807,115,5762,0,0,3,175,-555
6071,M6106,VALID,PRM,Open,Male,Eastern,RENTED,61.0,Three Full Years,5,0,22,0,0,3,0,2014,10,11,2016,10,11, Card II TYPE,1941,882,4043,238,2836,0,0,3,174,-556
6072,M6107,VALID,KLA,Open,Male,Eastern,BOUGHT,41.962,Three Full Years,3,0,1,0,2,2,0,2014,10,9,2016,10,9, Card II TYPE,146,882,4826,870,6377,0,70,3,176,-554
6073,M6108,VALID,CHC,Open,Male,Northern,RENTED,44.74333333,Three Full Years,3,0,7,0,0,3,0,2014,10,9,2016,10,9, Card II TYPE,2099,882,5764,978,2352,0,0,3,176,-554
6074,M6109,VALID,CHC,Open,Male,Eastern,RENTED,58.0,Three Full Years,4,14,22,0,3,3,0,2014,10,12,2016,10,12, Card II TYPE,2684,882,7663,404,6484,0,67,3,173,-557
6075,M6110,VALID,PRM,Open,Male,Northern,BOUGHT,20.0,Three Full Years,4,0,12,0,1,3,0,2014,10,10,2016,10,10, Card II TYPE,2375,882,1423,188,2025,0,86,3,175,-555
6076,M6111,VALID,KLA,Open,Male,Eastern,RENTED,43.32,Three Full Years,3,0,7,0,2,3,1,2014,10,10,2016,10,10, Card II TYPE,2862,601,6989,887,244,0,69,3,175,-555
6077,M6112,VALID,CHC,Open,Female,Northern,RENTED,48.0,Three Full Years,6,0,1,0,0,3,0,2014,10,10,2016,10,10, Card II TYPE,2426,882,1365,199,5842,0,0,3,175,-555
6078,M6113,VALID,PRP,Open,Male,Northern,RENTED,64.0,Three Full Years,5,0,22,0,0,3,1,2014,10,12,2016,10,12, Card II TYPE,2932,677,7062,362,4302,0,0,3,173,-557
6079,M6114,VALID,PPL,Open,Male,Northern,RENTED,64.0,Three Full Years,1,10,22,0,1,3,1,2014,10,11,2016,10,11, Card II TYPE,2120,412,5037,201,2892,0,19,3,174,-556
6080,M6115,INVALID,KLA,Open,Male,Western,RENTED,45.93833333,Three Full Years,3,0,2,0,0,3,0,2014,10,11,2016,10,11, Card II TYPE,3192,882,1359,1,1071,0,0,3,174,-556
6081,M6116,VALID,PPL,Open,Female,Western,RENTED,63.0,Three Full Years,5,0,17,0,0,3,0,2014,10,14,2016,10,14, Card II TYPE,2628,882,3368,321,2284,0,0,3,171,-559
6082,M6117,INVALID,PRM,Open,Male,Eastern,RENTED,60.0,Three Full Years,4,0,17,0,0,3,0,2014,10,9,2016,10,9, Card II TYPE,1930,882,7603,416,3656,0,0,3,176,-554
6083,M6118,INVALID,PRM,Closed,Female,Northern,RENTED,44.0,Three Full Years,4,0,12,1,2,3,0,2014,10,10,2016,10,10, Card II TYPE,1365,882,8906,1115,6722,0,50,none,175,-555
6084,M6119,VALID,PRM,Open,Female,Eastern,RENTED,35.0,Three Full Years,6,0,12,0,0,3,0,2014,10,11,2016,10,11, Card II TYPE,2795,882,7764,20,4685,0,0,3,174,-556
6085,M6120,INVALID,PPL,Open,Male,Western,RENTED,47.0,Three Full Years,2,0,17,0,1,2,2,2014,10,15,2016,10,15, Card II TYPE,2048,387,4476,606,3420,0,56,3,170,-560
6086,M6121,VALID,KLA,Open,Female,Northern,RENTED,29.0,Three Full Years,3,0,7,0,0,2,1,2014,10,10,2016,10,10, Card II TYPE,330,115,8906,1115,6722,0,0,none,175,-555
6087,M6122,VALID,KLA,Open,Male,Eastern,RENTED,40.0,Three Full Years,2,0,1,0,0,3,0,2014,10,13,2016,10,13, Card II TYPE,3210,882,2662,1,1412,0,0,3,172,-558
6088,M6123,VALID,CHC,Open,Female,Western,RENTED,43.0,Three Full Years,8,0,22,0,0,3,0,2014,11,22,2016,11,22, Card II TYPE,1950,882,7642,1,6180,0,0,3,133,-597
6089,M6124,VALID,PPL,Open,Male,Eastern,RENTED,49.0,Three Full Years,1,8,1,1,4,2,0,2014,10,12,2016,10,12, Card II TYPE,1407,882,6732,285,4282,0,59,3,173,-557
6090,M6125,VALID,PPL,Open,Female,Northern,RENTED,46.0,Three Full Years,4,0,22,0,1,3,0,2014,10,9,2016,10,9, Card II TYPE,1966,882,5769,1,4512,0,75,3,176,-554
6091,M6126,VALID,PPL,Open,Female,Northern,RENTED,41.0,Three Full Years,6,0,21,0,0,3,0,2014,10,11,2016,10,11, Card II TYPE,2747,882,1721,1,6330,0,0,3,174,-556
6092,M6127,VALID,PRM,Open,Female,Northern,RENTED,41.0,Three Full Years,3,0,4,0,1,3,0,2014,10,11,2016,10,11, Card II TYPE,2352,882,6553,390,4765,0,75,3,174,-556
6093,M6128,VALID,PPL,Open,Male,Northern,RENTED,48.0,Three Full Years,3,0,12,0,1,3,0,2014,10,12,2016,10,12, Card II TYPE,2454,882,1646,413,3314,0,43,3,173,-557
6094,M6129,VALID,PRM,Open,Female,Eastern,RENTED,33.0,Three Full Years,5,0,1,0,1,3,0,2014,10,15,2016,10,15, Card I TYPE,2029,882,4566,501,3810,0,86,3,170,-560
6095,M6130,VALID,PPL,Open,Male,Northern,RENTED,63.0,Three Full Years,5,6,7,0,1,3,1,2014,10,11,2016,10,11, Card II TYPE,2327,481,7087,1,604,0,69,3,174,-556
6096,M6131,VALID,PRM,Open,Male,Northern,RENTED,44.85108333,Three Full Years,3,0,1,0,2,3,0,2014,10,13,2016,10,13, Card II TYPE,2386,882,5021,1,1277,0,49,3,172,-558
6097,M6132,VALID,PRM,Open,Female,Northern,RENTED,41.0,Three Full Years,3,0,4,0,1,3,0,2014,10,11,2016,10,11, Card II TYPE,2929,882,4743,556,4351,0,64,3,174,-556
6098,M6133,INVALID,CHC,Open,Male,Eastern,RENTED,45.0,Three Full Years,3,0,7,0,0,3,0,2014,10,14,2016,10,14, Card II TYPE,2582,882,402,1,3103,0,0,3,171,-559
6099,M6134,VALID,PRM,Open,Male,Eastern,RENTED,36.0,Three Full Years,3,20,4,0,0,3,0,2014,10,14,2016,10,14, Card II TYPE,2367,882,7641,492,4221,0,0,3,171,-559
6100,M6135,VALID,PRR,Open,Female,Northern,RENTED,40.0,Three Full Years,2,0,12,0,0,3,0,2014,10,12,2016,10,12, Card II TYPE,1961,882,1188,1,649,0,0,3,173,-557
6101,M6136,VALID,KLA,Open,Male,Northern,RENTED,55.0,Three Full Years,5,5,1,0,0,3,0,2014,10,16,2016,10,16, Card II TYPE,2085,882,6627,716,6097,0,0,3,169,-561
6102,M6137,VALID,PRM,Open,Male,Eastern,RENTED,59.0,Three Full Years,4,13,21,0,0,3,0,2014,10,12,2016,10,12, Card II TYPE,2769,882,2903,373,2412,0,0,3,173,-557
6103,M6138,INVALID,PRM,Open,Male,Northern,RENTED,74.0,Three Full Years,3,14,21,0,0,3,0,2014,10,11,2016,10,11, Card II TYPE,3096,882,1128,1,6188,0,0,3,174,-556
6104,M6139,VALID,PPL,Open,Male,Northern,RENTED,44.19533333,Three Full Years,3,0,1,0,0,3,0,2014,10,15,2016,10,15, Card II TYPE,2254,882,3426,232,876,0,0,3,170,-560
6105,M6140,VALID,KLA,Open,Male,Eastern,RENTED,41.08,Three Full Years,3,0,4,0,1,3,0,2014,10,19,2016,10,19, Card II TYPE,2858,882,4227,53,1205,0,77,3,166,-564
6106,M6141,VALID,KLA,Open,Male,Western,RENTED,20.0,Three Full Years,3,0,22,0,5,3,0,2014,10,11,2016,10,11, Card II TYPE,1060,882,5232,785,164,0,64,3,174,-556
6107,M6142,VALID,PRM,Open,Female,Northern,RENTED,54.0,Three Full Years,6,5,17,0,0,3,0,2014,10,15,2016,10,15, Card II TYPE,1961,882,7587,571,4552,0,0,3,170,-560
6108,M6143,VALID,PRM,Open,Male,Northern,RENTED,61.0,Three Full Years,6,0,17,0,1,2,0,2014,10,14,2016,10,14, Card II TYPE,2398,882,7760,639,3479,0,35,3,171,-559
6109,M6144,VALID,PPL,Open,Male,Eastern,RENTED,43.263,Three Full Years,3,0,4,0,1,3,1,2014,10,13,2016,10,13, Card II TYPE,3318,851,7682,458,1617,0,40,3,172,-558
6110,M6145,VALID,KLA,Open,Female,Eastern,RENTED,51.0,Three Full Years,4,0,21,0,0,3,0,2014,11,11,2016,11,11, Card II TYPE,3210,882,4236,1,3475,0,0,3,144,-586
6111,M6146,VALID,KLA,Open,Male,Western,RENTED,56.0,Three Full Years,11,0,21,0,1,3,0,2014,10,12,2016,10,12, Card II TYPE,408,882,6171,175,1939,0,26,3,173,-557
6112,M6147,VALID,PPL,Open,Male,Northern,RENTED,54.0,Three Full Years,5,0,22,0,2,3,0,2014,10,20,2016,10,20, Card II TYPE,2525,882,4596,1,445,0,47,3,165,-565
6113,M6148,VALID,PRM,Open,Male,Eastern,RENTED,28.0,Three Full Years,3,0,7,0,0,3,0,2014,10,14,2016,10,14, Card II TYPE,2375,882,8079,1,2859,0,0,3,171,-559
6114,M6149,VALID,KLA,Open,Male,Southern,RENTED,52.0,Three Full Years,6,0,17,0,0,3,1,2014,10,13,2016,10,13, Card II TYPE,833,95,6621,1,5692,0,0,3,172,-558
6115,M6150,VALID,PRR,Open,Female,Eastern,RENTED,37.0,Three Full Years,5,13,17,0,1,3,0,2014,10,15,2016,10,15, Card II TYPE,2099,882,7702,602,4253,0,52,3,170,-560
6116,M6151,VALID,PRM,Open,Male,Eastern,RENTED,34.0,Three Full Years,1,0,1,0,1,2,2,2014,10,14,2016,10,14,Paper based/Post,1635,223,5060,944,3485,0,18,3,171,-559
6117,M6152,VALID,CHC,Open,Male,Eastern,RENTED,59.0,Three Full Years,5,5,22,0,0,3,0,2014,10,15,2016,10,15, Card II TYPE,365,882,5980,525,239,0,0,3,170,-560
6118,M6153,VALID,KLA,Open,Female,Western,BOUGHT,18.0,Three Full Years,1,0,2,0,0,3,0,2014,10,17,2016,10,17, Card II TYPE,3111,882,5776,1,5694,0,0,3,168,-562
6119,M6154,VALID,PRR,Open,Female,Northern,RENTED,95.0,Three Full Years,4,0,4,0,1,3,0,2014,10,15,2016,10,15, Card II TYPE,42,882,1755,1,392,0,82,3,170,-560
6120,M6155,VALID,PPL,Open,Female,Eastern,RENTED,52.0,Three Full Years,6,10,21,0,0,3,0,2014,10,19,2016,10,19, Card II TYPE,1934,882,3454,249,2398,0,0,3,166,-564
6121,M6156,VALID,PRM,Open,Male,Eastern,RENTED,53.0,Three Full Years,4,0,7,0,0,3,0,2014,10,19,2016,10,19, Card II TYPE,2383,882,1195,1,866,0,0,3,166,-564
6122,M6157,VALID,CHC,Open,Female,Eastern,RENTED,43.0,Three Full Years,3,0,12,0,3,3,0,2014,10,15,2016,10,15, Card II TYPE,2369,882,5396,862,1068,0,27,3,170,-560
6123,M6158,VALID,MXX,Open,Male,Northern,BOUGHT,35.0,Three Full Years,3,0,12,0,0,3,0,2014,11,8,2016,11,8, Card II TYPE,1055,882,5690,1102,6319,0,0,3,147,-583
6124,M6159,VALID,KLA,Open,Female,Northern,RENTED,37.0,Three Full Years,6,0,17,0,0,3,0,2014,10,15,2016,10,15, Card II TYPE,185,882,3163,446,6240,0,0,3,170,-560
6125,M6160,VALID,PRM,Open,Male,Northern,RENTED,53.0,Three Full Years,4,0,1,0,5,2,1,2014,10,16,2016,10,16,Paper based/Post,2401,518,5321,988,3915,0,49,3,169,-561
6126,M6161,VALID,PPL,Open,Male,Western,RENTED,30.0,Three Full Years,6,0,21,0,2,3,0,2014,10,19,2016,10,19, Card II TYPE,214,882,4614,514,2655,0,43,3,166,-564
6127,M6162,VALID,PRM,Open,Male,Northern,RENTED,21.0,Three Full Years,4,0,1,0,0,3,0,2014,10,20,2016,10,20, Card II TYPE,2539,882,3251,899,4706,0,0,3,165,-565
6128,M6163,VALID,PRM,Open,Female,Eastern,RENTED,48.0,Three Full Years,1,0,7,0,0,3,0,2014,10,22,2016,10,16, Card II TYPE,1941,882,5237,689,1312,0,0,3,163,-561
6129,M6164,VALID,PPL,Open,Female,Northern,RENTED,38.0,Three Full Years,4,0,21,0,1,3,0,2014,10,19,2016,10,19, Card II TYPE,2512,882,6639,953,5382,0,55,3,166,-564
6130,M6165,VALID,PPL,Open,Male,Eastern,RENTED,49.4225,Three Full Years,3,0,7,0,2,3,0,2014,10,18,2016,10,18, Card II TYPE,2822,882,2356,1,1193,0,54,3,167,-563
6131,M6166,VALID,KLA,Open,Female,Northern,RENTED,62.0,Three Full Years,3,0,12,0,4,3,0,2014,10,15,2016,10,15, Card II TYPE,2769,882,6609,98,5143,0,20,3,170,-560
6132,M6167,VALID,KLA,Open,Male,Northern,RENTED,39.0,Three Full Years,6,0,21,0,0,3,0,2014,10,18,2016,10,18, Card II TYPE,32,882,3874,928,5296,0,0,3,167,-563
6133,M6168,VALID,PPL,Open,Male,Northern,RENTED,63.0,Three Full Years,1,14,22,0,10,3,0,2014,10,22,2016,10,22, Card II TYPE,2262,882,1709,1,6095,0,70,3,163,-567
6134,M6169,VALID,PRM,Open,Male,Eastern,RENTED,61.0,Three Full Years,7,5,22,0,0,3,0,2014,10,17,2016,10,17, Card II TYPE,2363,882,7286,1,105,0,0,3,168,-562
6135,M6170,INVALID,KLA,Open,Male,Northern,RENTED,59.0,Three Full Years,5,7,12,0,0,3,0,2014,10,17,2016,10,17, Card II TYPE,270,882,1662,1,1538,0,0,3,168,-562
6136,M6171,VALID,PPL,Open,Male,Eastern,RENTED,37.0,Three Full Years,5,0,12,0,0,3,0,2014,10,17,2016,10,17, Card II TYPE,2308,882,6098,906,3325,0,0,3,168,-562
6137,M6172,VALID,PRP,Open,Female,Eastern,RENTED,57.0,Three Full Years,7,5,17,0,2,3,0,2014,10,19,2016,10,19, Card II TYPE,3260,882,5075,1,6409,0,74,3,166,-564
6138,M6173,VALID,CHC,Open,Female,Eastern,RENTED,47.43433333,Three Full Years,6,0,1,0,0,3,0,2014,10,19,2016,10,19, Card II TYPE,2324,882,779,1,4289,0,0,3,166,-564
6139,M6174,VALID,PRP,Open,Female,Eastern,RENTED,45.0,Three Full Years,6,0,22,0,2,2,0,2014,11,2,2016,11,2, Card II TYPE,184,882,6734,714,3849,0,35,3,153,-577
6140,M6175,VALID,PRM,Closed,Male,Northern,RENTED,39.66,Three Full Years,4,0,1,0,0,2,1,2014,10,20,2016,10,20, Card II TYPE,2796,639,1716,578,2839,0,0,3,165,-565
6141,M6176,VALID,CHC,Open,Female,Eastern,RENTED,60.0,Three Full Years,8,13,17,0,4,3,1,2014,10,23,2016,10,23,Paper based/Post,1313,201,1722,374,384,0,52,3,162,-568
6142,M6177,VALID,PRM,Open,Male,Eastern,RENTED,38.0,Three Full Years,3,0,12,0,0,3,0,2014,10,19,2016,10,19, Card I TYPE,2948,882,5638,161,5650,0,0,3,166,-564
