"","Address","Scheme","Staus","Gender","Region","Sale.of.Equipment.Status","Age","Equipment.Warranty","Salary.Slab","Professional.Info","Age.of.Home","Categ","Query_freq","Realization_monnos","Default_number","Commence_year","Commence_month","Commence_day","Warrenty_year","Warrenty_month","Warrenty_day","Cardtype","schemecost","defaultsum","Hours","Posthours","daraGB","Default","query_days","usage_number","query_days.1","usage_number.1","LevelPaymentSettlement","LevelTech","Account","PaymentSettlement","Browsing","OperationalCapabilities","GeneralInformation","NoBrowse","Payment","FullPayment","Redirected","Nosupport.ThirdParty","SlowBrowse","Utilities","ExplanationofCharges","Change","MultipleItems.EntireBill","UpdatePaymentInformation","GeneralInquiry","Retention","CommenceDays","Warrentydays"
"4511","VALID","PRR","Open","Female","Northern","RENTED",28,"Three Full Years",5,0,7,0,0,"3",0,2014,4,15,2016,4,15," Card II TYPE",445,882,2767,1,617,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,-380
"3884","VALID","PRM","Open","Female","Eastern","RENTED",55,"Three Full Years",4,14,4,0,2,"2",1,2014,1,10,2016,1,10," Card II TYPE",3093,716,5410,360,952,0,68,"3",68,"3",2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,445,-285
"5002","VALID","CHC","Open","Female","Eastern","RENTED",62,"Three Full Years",3,13,1,0,5,"3",2,2014,6,14,2016,6,14," Card II TYPE",1761,761,485,1,6647,0,23,"3",23,"3",4,1,0,2,2,2,0,2,1,1,0,0,0,0,1,0,1,0,0,0,291,-439
"4020","VALID","CHC","Open","Female","Eastern","RENTED",23,"Three Full Years",2,0,2,0,0,"2",1,2014,1,26,2016,1,26," Card II TYPE",1934,344,3312,272,6573,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,-301
"9926","VALID","PWR","Open","Male","Northern","RENTED",46.35416667,"Three Full Years",3,0,7,0,0,"3",0,2013,10,29,2016,3,27," Card II TYPE",2745,882,6150,1,1192,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,-362
"1715","VALID","CNN","Open","Male","Eastern","RENTED",32,"Three Full Years",5,0,17,0,0,"3",0,2012,10,30,2015,3,30," Card II TYPE",2159,882,1749,1,514,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885,0
"4148","VALID","PRM","Open","Male","Eastern","RENTED",33,"Three Full Years",4,0,17,0,3,"3",0,2014,2,15,2016,2,15,"Paper based/Post",1672,882,7662,920,1838,0,43,"3",43,"3",3,0,0,2,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,410,-320
"6229","VALID","PRM","Open","Female","Eastern","RENTED",58,"Three Full Years",3,5,22,0,0,"3",0,2014,10,28,2016,10,28," Card II TYPE",3182,882,7418,1,5367,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,-573
"1588","VALID","CNN","Open","Male","Eastern","RENTED",62,"Three Full Years",4,0,12,0,0,"3",0,2012,10,7,2015,3,7," Card II TYPE",2211,882,2544,825,111,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908,23
"4990","VALID","KLA","Open","Male","Eastern","RENTED",39.85333333,"Three Full Years",4,0,1,0,1,"3",0,2014,6,12,2016,6,12," Card II TYPE",1941,882,5064,400,6157,0,80,"3",80,"3",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,-437
"933","VALID","PWR","Open","Female","Northern","RENTED",36,"Three Full Years",6,10,17,0,0,"3",2,2012,3,6,2015,3,6," Card II TYPE",2766,622,2743,1,1566,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1119,24
"797","VALID","PWR","Open","Male","Eastern","RENTED",39,"Three Full Years",4,13,17,0,1,"3",0,2012,1,12,2015,3,12," Card II TYPE",2329,882,6489,253,4491,0,38,"3",38,"3",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1173,18
"4070","VALID","ESS","Open","Male","Northern","RENTED",49,"Three Full Years",4,0,21,0,0,"3",0,2014,2,4,2016,2,4," Card I TYPE",1472,882,666,1,1,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,-309
"3012","VALID","CNN","Open","Female","Eastern","RENTED",61,"Three Full Years",5,5,22,0,0,"3",0,2013,8,17,2015,8,17," Card I TYPE",2225,882,6097,848,3649,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,-137
"3009","VALID","ESS","Closed","Female","Northern","RENTED",23,"Three Full Years",5,0,7,1,0,"None",1,2013,8,17,2015,8,26,"None",3331,451,8906,1115,6722,1,0,"none",0,"none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,-146
"3899","INVALID","CHC","Open","Male","Eastern","RENTED",42,"Three Full Years",6,5,21,0,0,"3",0,2014,1,8,2016,1,8," Card II TYPE",1941,882,746,1,2609,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,-283
"3612","VALID","CNN","Open","Male","Eastern","RENTED",53.71333333,"Three Full Years",5,0,17,0,3,"2",0,2013,11,27,2016,3,27," Card II TYPE",554,882,8271,1,3574,0,24,"2",24,"2",2,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,493,-362
"9491","VALID","CNN","Open","Male","Eastern","RENTED",50.03,"Three Full Years",4,0,4,0,0,"3",0,2013,5,25,2015,3,24," Card II TYPE",2221,882,1212,1,2610,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,6
"1557","VALID","POP","Open","Female","Northern","RENTED",46.38933333,"Three Full Years",3,0,7,0,0,"3",0,2012,9,23,2015,3,23," Card II TYPE",3239,882,7719,1,4241,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922,7
"8333","VALID","PRP","Open","Female","Northern","BOUGHT",48,"Three Full Years",4,0,22,0,1,"3",0,2012,12,16,2015,3,15," Card I TYPE",1873,882,5095,1,4450,0,26,"3",26,"3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839,15
"7643","VALID","PPL","Open","Male","Western","RENTED",59,"Three Full Years",6,8,1,0,0,"1",0,2015,3,25,2017,3,25," Card II TYPE",3166,882,3776,1,2744,0,0,"1",0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-725
"156","VALID","PRP","Open","Male","Northern","RENTED",44.9075,"Three Full Years",3,0,7,0,3,"None",1,2013,3,20,2015,3,26,"None",3331,346,6530,1,583,1,78,"3",78,"3",2,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,740,4
"7197","VALID","PPL","Open","Female","Northern","RENTED",38,"Three Full Years",3,0,12,0,3,"2",0,2015,2,13,2017,2,13," Card II TYPE",1872,882,22,116,2776,0,27,"2",27,"2",2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,47,-683
"2031","VALID","PWR","Open","Male","Eastern","RENTED",47,"Three Full Years",9,0,22,0,1,"3",0,2013,1,20,2015,3,20," Card II TYPE",2348,882,7542,1,793,0,71,"3",71,"3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,800,10
"1961","VALID","KLA","Open","Male","Eastern","RENTED",38,"Three Full Years",6,0,7,0,0,"3",0,2012,12,22,2015,3,22," Card II TYPE",739,882,6039,1,4724,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,8
"108","VALID","PRM","Open","Male","Eastern","RENTED",60,"Three Full Years",6,5,22,0,0,"None",0,2014,5,6,2016,5,5,"None",3331,882,7715,281,4892,1,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,-400
"5708","VALID","KLA","Open","Male","Northern","RENTED",31,"Three Full Years",3,0,4,0,1,"3",0,2014,9,14,2016,9,14," Card II TYPE",183,882,2377,1,3614,0,61,"3",61,"3",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,201,-529
"873","VALID","PWR","Open","Male","Northern","RENTED",65,"Three Full Years",5,0,17,0,0,"3",0,2012,2,10,2015,3,10," Card II TYPE",2617,882,1250,1,1972,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1145,20
"622","VALID","PWR","Open","Female","Northern","RENTED",47.125,"Three Full Years",2,0,7,0,0,"3",0,2011,11,17,2015,3,17," Card II TYPE",2435,882,4150,1,1986,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1233,13
"3949","VALID","PPL","Open","Male","Eastern","RENTED",69,"Three Full Years",1,14,4,0,0,"3",0,2014,1,15,2016,1,15," Card II TYPE",2527,882,1840,1,636,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,-290
"2463","VALID","PPL","Open","Female","Eastern","RENTED",41,"Three Full Years",8,6,17,0,2,"3",0,2013,4,21,2015,4,21," Card II TYPE",2375,882,181,558,2932,0,39,"3",39,"3",1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,709,-21
"5624","VALID","KLA","Open","Male","Northern","BOUGHT",47.145,"Three Full Years",5,0,12,0,0,"None",0,2014,8,27,2016,9,27,"None",3331,882,5279,496,6674,1,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,-542
"5085","VALID","PRM","Open","Female","Eastern","RENTED",76,"Three Full Years",1,14,22,0,3,"3",1,2014,6,21,2016,6,21," Card II TYPE",2098,402,6902,1,472,0,26,"3",26,"3",2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,284,-446
"4339","VALID","CHC","Open","Male","Northern","RENTED",67,"Three Full Years",5,0,22,0,0,"3",0,2014,3,15,2016,3,15," Card II TYPE",600,882,3999,1,4120,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,-350
"2350","VALID","PPL","Open","Male","Northern","RENTED",55,"Three Full Years",3,0,12,0,0,"3",0,2013,3,24,2015,3,24," Card II TYPE",3106,882,5551,405,3836,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736,6
"714","VALID","PWM","Open","Male","Eastern","RENTED",37,"Three Full Years",6,0,21,0,0,"3",0,2011,12,14,2015,3,14," Card II TYPE",518,882,3204,1,2367,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206,16
"4523","VALID","PRM","Open","Female","Eastern","RENTED",41,"Three Full Years",3,0,4,0,0,"3",0,2014,4,13,2016,4,13," Card II TYPE",2948,882,1596,1,1961,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,-378
"7149","VALID","PPL","Open","Female","Northern","RENTED",69,"Three Full Years",2,6,17,0,2,"2",0,2015,2,7,2017,2,7," Card II TYPE",1219,882,68,199,1196,0,30,"2",30,"2",2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,-677
"2277","VALID","PWR","Open","Female","Eastern","RENTED",63,"Three Full Years",6,14,7,0,0,"3",0,2013,3,13,2015,3,13," Card II TYPE",2628,882,6091,1,3485,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,17
"966","VALID","PRM","Open","Male","Eastern","RENTED",76,"Three Full Years",2,14,22,0,3,"3",1,2012,3,21,2015,3,21,"Paper based/Post",107,799,3057,1,6474,0,55,"3",55,"3",3,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1104,9
"7227","VALID","PPL","Open","Male","Northern","RENTED",40.3,"Three Full Years",1,0,7,0,0,"2",0,2015,2,19,2017,2,19," Card II TYPE",1872,882,8804,433,6215,0,0,"2",0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,-689
"6575","VALID","PPL","Open","Female","Eastern","RENTED",41,"Three Full Years",4,0,12,0,0,"3",0,2014,12,7,2016,12,7," Card II TYPE",2197,882,6404,723,3260,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,-612
"8365","VALID","PRM","Open","Male","Northern","RENTED",53,"Three Full Years",7,8,21,0,0,"3",0,2012,1,23,2015,3,30," Card I TYPE",1884,882,7821,111,6285,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162,0
"5987","VALID","PRM","Open","Male","Eastern","RENTED",62,"Three Full Years",2,0,12,0,1,"2",0,2014,10,2,2016,10,2," Card II TYPE",2981,882,4924,648,3285,0,60,"3",60,"3",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,183,-547
"3245","VALID","PWR","Open","Male","Eastern","RENTED",45,"Three Full Years",8,0,21,0,0,"3",0,2013,9,26,2015,9,26," Card II TYPE",1898,882,7843,1,4368,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,-176
"6803","INVALID","PPL","Open","Female","Eastern","RENTED",41,"Three Full Years",4,0,17,1,4,"1",0,2015,1,1,2017,1,1," Card II TYPE",1771,882,6813,626,5225,0,31,"3",31,"3",2,2,1,0,2,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,89,-641
"5106","VALID","PRM","Open","Male","Eastern","RENTED",53,"Three Full Years",5,0,17,0,0,"3",0,2014,7,3,2016,7,3," Card II TYPE",2348,882,8906,1115,6722,0,0,"none",0,"none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,-458
"3882","VALID","PRP","Open","Male","Northern","RENTED",29,"Three Full Years",2,0,7,0,0,"3",0,2014,1,5,2016,1,5," Card II TYPE",509,882,5104,104,5295,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,-280
"7674","VALID","PPL","Open","Female","Northern","RENTED",59,"Three Full Years",3,0,2,0,0,"None",0,2015,4,3,2017,4,3,"None",3331,882,8906,1115,6722,1,0,"none",0,"none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-733
"6355","INVALID","PRP","Open","Male","Eastern","RENTED",45.53516667,"Three Full Years",3,0,7,0,1,"3",0,2014,11,13,2016,11,13," Card II TYPE",1864,882,4875,6,5969,0,57,"3",57,"3",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,-588
"3355","VALID","PRP","Open","Female","Eastern","RENTED",68,"Three Full Years",5,14,22,0,2,"3",0,2013,10,13,2015,10,13," Card II TYPE",2383,882,6179,1,202,0,16,"3",16,"3",1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,537,-193
"2249","INVALID","PWR","Open","Male","Eastern","RENTED",47.26,"Three Full Years",4,0,7,0,0,"3",0,2013,3,2,2015,3,30," Card II TYPE",1587,882,8906,1115,6722,0,0,"none",0,"none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758,0
"922","VALID","PPL","Open","Female","Eastern","BOUGHT",53,"Three Full Years",2,20,21,0,0,"2",0,2012,3,1,2015,3,29," Card II TYPE",1850,882,3921,887,3917,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124,1
"135","INVALID","PWR","Open","Male","Northern","RENTED",62,"Three Full Years",3,13,22,0,0,"None",3,2011,12,1,2015,3,17,"None",3331,215,2252,1,464,1,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1219,13
"852","VALID","KLA","Open","Male","Northern","RENTED",44,"Three Full Years",5,0,12,0,2,"2",1,2012,2,2,2015,4,2," Card II TYPE",3186,776,3603,807,6115,0,9,"3",9,"3",1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1153,-2
"3230","VALID","CNN","Open","Male","Western","RENTED",51.114,"Three Full Years",2,0,12,1,0,"3",1,2013,9,21,2015,9,21," Card II TYPE",1685,273,8906,1115,6722,0,0,"none",0,"none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,-171
"1203","VALID","KLA","Open","Female","Western","RENTED",49,"Three Full Years",5,0,7,0,0,"3",0,2012,6,28,2015,3,28," Card II TYPE",662,882,5294,459,3554,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007,2
"9932","VALID","POP","Open","Male","Northern","BOUGHT",60,"Three Full Years",4,14,22,0,0,"3",0,2012,4,26,2015,3,20," Card I TYPE",2807,882,477,1,4832,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069,10
"5032","VALID","PPL","Open","Female","Eastern","RENTED",71,"Three Full Years",6,10,22,0,0,"3",0,2014,6,25,2016,6,25," Card II TYPE",2654,882,8004,1,1686,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,-450
"4787","VALID","KLA","Open","Male","Northern","RENTED",39.14766667,"Three Full Years",4,0,2,0,2,"3",0,2014,5,24,2016,5,24," Card II TYPE",2865,882,6248,936,4722,0,31,"3",31,"3",1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,311,-419
"4546","VALID","KLA","Open","Male","Western","RENTED",32,"Three Full Years",4,0,4,0,0,"3",3,2014,4,16,2016,4,16," Card II TYPE",233,788,5431,1,5230,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,-381
"9165","VALID","PWR","Open","Female","Northern","RENTED",83,"Three Full Years",2,14,22,0,0,"3",0,2013,5,1,2015,4,16," Card II TYPE",2331,882,565,1,6420,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,-16
"6468","VALID","KLA","Open","Male","Northern","RENTED",34,"Three Full Years",4,0,22,0,0,"2",1,2014,11,26,2016,11,26," Card II TYPE",427,864,3055,1,5659,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,-601
"7971","VALID","CNN","Open","Male","Eastern","RENTED",66,"Three Full Years",1,0,22,0,0,"3",0,2012,11,24,2015,3,11," Card II TYPE",2099,882,3081,1,2388,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,19
"4769","VALID","PPL","Open","Female","Northern","RENTED",21,"Three Full Years",4,0,7,0,0,"3",0,2014,5,18,2016,5,18," Card II TYPE",2671,882,2396,201,4598,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,-413
"3849","VALID","CHC","Open","Female","Northern","RENTED",33,"Three Full Years",3,13,7,0,1,"3",1,2014,1,2,2016,1,2," Card II TYPE",820,389,2484,688,961,0,5,"3",5,"3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,-277
"1844","INVALID","PWR","Open","Female","Northern","RENTED",43,"Three Full Years",7,0,21,0,0,"3",0,2012,12,6,2015,3,6," Card II TYPE",2931,882,4685,1057,4578,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849,24
"2734","INVALID","CNN","Open","Male","Western","RENTED",49.3,"Three Full Years",3,0,17,0,0,"3",0,2013,6,20,2015,6,20,"Paper based/Post",2153,882,2231,541,1596,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,-80
"4264","VALID","KLA","Open","Male","Northern","RENTED",55,"Three Full Years",2,0,1,0,0,"3",0,2014,3,5,2016,3,5," Card II TYPE",210,882,6624,1,5238,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,-340
"5745","INVALID","PRM","Open","Male","Northern","BOUGHT",37,"Three Full Years",3,0,1,0,1,"3",1,2014,9,4,2016,9,4," Card II TYPE",2239,452,7081,1040,4639,0,28,"3",28,"3",0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,211,-519
"7968","VALID","PPL","Open","Male","Northern","RENTED",43,"Three Full Years",6,10,21,0,2,"3",0,2011,11,2,2015,3,22," Card II TYPE",1967,882,7551,437,3677,0,57,"3",57,"3",2,0,0,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1248,8
"7854","VALID","PRR","Open","Male","Eastern","RENTED",43,"Three Full Years",3,0,21,0,2,"3",0,2014,12,31,2016,12,16," Card II TYPE",3046,882,7531,1,5344,0,80,"3",80,"3",2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,94,-621
"808","INVALID","PWR","Open","Male","Eastern","RENTED",56,"Three Full Years",6,6,17,0,0,"3",0,2012,1,20,2015,3,20," Card II TYPE",3107,882,2416,1,4883,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,10
"1512","VALID","PWR","Open","Female","Northern","RENTED",66,"Three Full Years",5,0,22,0,0,"3",0,2012,9,13,2015,3,13," Card II TYPE",3087,882,4210,1,6300,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,17
"1114","VALID","PRR","Open","Male","Northern","RENTED",51.70333333,"Three Full Years",4,0,12,0,0,"3",0,2012,5,19,2015,3,19," Card II TYPE",3096,882,332,1,5565,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046,11
"1236","VALID","CNN","Open","Male","Northern","RENTED",53.5525,"Three Full Years",7,0,22,0,0,"3",0,2012,7,5,2015,4,5," Card II TYPE",2534,882,2201,447,1628,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-5
"7684","VALID","PPL","Open","Male","Eastern","RENTED",52.5095,"Three Full Years",5,0,12,0,0,"None",0,2015,4,3,2017,4,3,"None",3331,882,8906,1115,6722,1,0,"none",0,"none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-733
"8457","VALID","PPL","Open","Male","Northern","RENTED",59,"Three Full Years",5,0,22,0,0,"3",0,2014,8,13,2016,7,15," Card II TYPE",1771,882,2367,1105,1770,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,-470
"6247","VALID","PRM","Open","Male","Eastern","RENTED",39,"Three Full Years",7,18,21,0,0,"2",0,2014,11,2,2016,11,2," Card II TYPE",2769,882,7510,45,4636,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,-577
"5776","VALID","KLA","Open","Female","Western","RENTED",53,"Three Full Years",4,8,1,0,0,"3",0,2014,9,7,2016,9,7," Card II TYPE",2893,882,5976,1,2247,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,-522
"7326","VALID","PPL","Open","Male","Northern","BOUGHT",43.077,"Three Full Years",3,0,7,0,0,"2",0,2015,3,1,2017,3,1," Card II TYPE",1408,882,8660,1,4981,0,0,"2",0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,-701
"6486","VALID","KLA","Open","Male","Northern","RENTED",40.795,"Three Full Years",4,0,1,0,0,"3",0,2014,11,30,2016,11,30," Card II TYPE",3240,882,3006,350,6003,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,-605
"874","VALID","PWR","Open","Female","Western","RENTED",61,"Three Full Years",1,2,12,0,0,"3",0,2012,2,13,2015,3,13," Card I TYPE",2383,882,1751,54,3421,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142,17
"8208","VALID","PWR","Open","Female","Northern","RENTED",60,"Three Full Years",5,5,21,0,0,"3",0,2011,10,5,2015,3,20," Card II TYPE",2432,882,6334,957,3931,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275,10
"101","VALID","PWR","Open","Male","Eastern","RENTED",63,"Three Full Years",7,0,22,0,5,"None",0,2013,11,9,2016,3,19,"None",3331,882,138,1,3961,1,73,"3",73,"3",1,4,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,511,-354
"5654","VALID","PRP","Open","Female","Northern","RENTED",56,"Three Full Years",5,14,22,0,5,"3",0,2014,8,26,2016,9,5," Card II TYPE",4,882,4142,1,4681,0,42,"3",42,"3",2,3,2,3,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,219,-520
"5972","INVALID","PRM","Open","Male","Eastern","RENTED",46.20466667,"Three Full Years",4,0,7,0,0,"3",0,2014,9,30,2016,9,30," Card II TYPE",2981,882,4831,739,2936,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,-545
"6400","VALID","KLA","Open","Male","Western","RENTED",41.95333333,"Three Full Years",4,0,1,0,0,"3",0,2014,11,15,2016,11,15," Card II TYPE",3228,882,4676,643,5985,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,-590
"8608","VALID","PRP","Open","Female","Eastern","RENTED",65,"Three Full Years",4,5,22,0,4,"3",0,2011,10,6,2015,3,12," Card II TYPE",1934,882,2981,286,5656,0,20,"3",20,"3",2,2,1,0,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1274,18
"6748","VALID","PRP","Open","Female","Eastern","RENTED",46,"Three Full Years",6,6,4,0,3,"1",0,2015,1,2,2017,1,2," Card I TYPE",2789,882,1666,1,783,0,39,"3",39,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,-642
"3876","VALID","PRR","Open","Male","Northern","RENTED",40,"Three Full Years",6,8,17,0,1,"3",0,2014,1,9,2016,1,9," Card II TYPE",2507,882,8334,1,1096,0,23,"3",23,"3",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,446,-284
"8768","VALID","PRR","Open","Male","Northern","RENTED",49,"Three Full Years",5,13,12,0,0,"3",0,2014,3,4,2016,4,4," Card II TYPE",728,882,4840,757,4387,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,-369
"334","VALID","CNN","Open","Female","Western","RENTED",67,"Three Full Years",4,9,21,0,0,"3",0,2013,3,12,2015,3,21,"Paper based/Post",2150,882,1708,1,5442,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,9
"2221","VALID","KLA","Open","Female","Northern","RENTED",45,"Three Full Years",2,0,12,0,2,"2",0,2013,2,24,2015,3,24,"Paper based/Post",1183,882,1224,1,4574,0,51,"3",51,"3",1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,766,6
